oa_code,All people,Very good health,Good health,Fair health,Bad health,Very bad health
S00100379,100,40,26,23,8,3
S00100380,86,37,34,10,4,1
S00100381,128,59,41,15,9,4
S00100382,124,70,29,19,4,2
S00100383,149,112,31,5,1,-
S00100384,117,38,49,19,11,-
S00100385,144,69,46,22,4,3
S00100386,99,47,31,14,5,2
S00100387,104,44,35,18,5,2
S00100388,117,61,32,13,7,4
S00100389,91,36,27,17,8,3
S00100390,100,39,39,18,3,1
S00100391,129,71,37,15,6,-
S00100392,89,29,33,18,6,3
S00100393,88,36,35,14,2,1
S00100394,135,72,36,16,8,3
S00100395,53,19,22,7,5,-
S00100396,138,71,47,18,1,1
S00100397,65,38,17,5,4,1
S00100398,178,97,54,22,2,3
S00100399,100,60,25,9,6,-
S00100400,142,88,37,11,4,2
S00100401,161,71,49,30,9,2
S00100402,122,62,35,18,7,-
S00100403,111,62,29,14,4,2
S00100404,109,46,36,16,5,6
S00100405,132,61,42,21,6,2
S00100406,121,68,37,12,4,-
S00100407,77,39,25,9,4,-
S00100408,75,33,25,13,3,1
S00100409,195,105,57,26,4,3
S00100410,143,71,45,16,6,5
S00100411,98,43,37,13,3,2
S00100412,108,52,34,16,4,2
S00100413,93,58,16,15,3,1
S00100414,142,74,44,20,4,-
S00100415,123,60,40,20,2,1
S00100416,111,71,28,7,5,-
S00100417,134,62,46,19,4,3
S00100418,191,100,68,13,8,2
S00100419,120,55,46,11,5,3
S00100420,50,16,16,11,7,-
S00100421,141,76,41,22,2,-
S00100422,149,77,48,16,7,1
S00100423,92,57,28,6,1,-
S00100424,63,7,22,20,10,4
S00100425,117,45,45,18,8,1
S00100426,84,33,27,11,9,4
S00100427,121,63,45,11,2,-
S00100428,130,54,48,18,8,2
S00100429,95,39,38,7,8,3
S00100430,59,17,13,18,8,3
S00100431,136,46,47,26,15,2
S00100432,112,39,51,17,4,1
S00100433,55,26,21,7,1,-
S00100434,66,9,34,17,2,4
S00100435,117,41,44,20,8,4
S00100436,66,22,24,17,2,1
S00100437,132,53,42,23,10,4
S00100438,95,41,33,13,7,1
S00100439,87,32,23,19,11,2
S00100440,153,44,40,50,14,5
S00100441,156,87,46,15,6,2
S00100442,131,53,37,31,7,3
S00100443,89,38,33,10,8,-
S00100444,131,60,39,18,10,4
S00100445,101,48,29,17,7,-
S00100446,91,43,27,12,6,3
S00100447,79,27,29,17,6,-
S00100448,116,59,36,14,5,2
S00100449,77,34,21,17,4,1
S00100450,152,67,54,19,7,5
S00100451,84,46,21,10,7,-
S00100452,60,22,20,10,5,3
S00100453,94,46,21,23,3,1
S00100454,76,37,15,14,7,3
S00100455,115,60,30,16,6,3
S00100456,155,87,41,15,11,1
S00100457,91,45,32,10,3,1
S00100458,122,54,46,20,2,-
S00100459,97,56,24,10,3,4
S00100460,126,80,28,13,3,2
S00100461,75,17,28,16,9,5
S00100462,135,70,35,16,7,7
S00100463,137,73,25,26,13,-
S00100464,72,43,11,9,5,4
S00100465,90,28,28,25,4,5
S00100466,104,55,36,11,2,-
S00100467,110,40,33,26,11,-
S00100468,78,22,26,22,8,-
S00100469,126,41,56,21,7,1
S00100470,139,79,40,16,3,1
S00100471,112,65,39,6,-,2
S00100472,67,23,24,17,3,-
S00100473,55,26,20,3,6,-
S00100474,108,55,32,13,7,1
S00100475,135,76,41,8,7,3
S00100476,94,44,22,17,9,2
S00100477,105,49,39,9,5,3
S00100478,142,79,38,19,5,1
S00100479,194,116,57,16,4,1
S00100480,97,56,31,7,3,-
S00100481,161,84,66,9,2,-
S00100482,106,37,35,28,6,-
S00100483,183,113,54,12,3,1
S00100484,149,96,38,11,4,-
S00100485,80,38,32,8,1,1
S00100486,110,54,36,12,7,1
S00100487,95,43,29,18,2,3
S00100488,100,46,18,25,8,3
S00100489,98,40,36,12,6,4
S00100490,79,39,18,15,4,3
S00100491,75,22,24,18,9,2
S00100492,103,46,31,17,7,2
S00100493,100,50,27,12,9,2
S00100494,82,44,23,10,4,1
S00100495,87,41,30,12,3,1
S00100496,89,38,25,23,2,1
S00100497,174,93,51,22,7,1
S00100498,98,49,35,8,2,4
S00100499,90,40,29,13,5,3
S00100500,105,43,35,19,7,1
S00100501,73,35,24,8,3,3
S00100502,119,51,44,16,7,1
S00100503,68,28,21,11,3,5
S00100504,72,27,25,15,5,-
S00100505,62,13,13,21,11,4
S00100506,143,50,51,25,14,3
S00100507,90,34,25,18,11,2
S00100508,103,48,33,16,6,-
S00100509,68,29,15,15,4,5
S00100510,90,61,19,10,-,-
S00100511,94,40,28,14,10,2
S00100512,94,69,17,6,2,-
S00100513,69,27,23,14,4,1
S00100514,106,37,38,22,8,1
S00100515,83,34,30,12,6,1
S00100516,108,51,38,12,6,1
S00100517,113,63,28,14,5,3
S00100518,179,97,53,23,3,3
S00100519,177,80,60,21,13,3
S00100520,89,33,28,18,7,3
S00100521,84,33,27,16,7,1
S00100522,154,75,48,25,5,1
S00100523,83,33,17,26,6,1
S00100524,110,54,35,13,6,2
S00100525,146,68,46,28,3,1
S00100526,149,86,44,14,4,1
S00100527,101,39,38,15,6,3
S00100528,119,48,37,27,6,1
S00100529,122,54,37,23,7,1
S00100530,69,41,16,8,2,2
S00100531,77,37,20,15,4,1
S00100532,111,64,27,17,2,1
S00100533,78,27,27,18,4,2
S00100534,114,47,36,19,9,3
S00100535,145,55,60,16,14,-
S00100536,94,43,31,17,3,-
S00100537,125,60,33,21,9,2
S00100538,164,93,51,16,3,1
S00100539,113,54,39,15,5,-
S00100540,73,39,25,8,1,-
S00100541,98,50,35,11,2,-
S00100542,134,79,39,11,4,1
S00100543,95,35,31,19,7,3
S00100544,86,47,24,12,3,-
S00100545,155,66,46,34,7,2
S00100546,201,117,51,19,10,4
S00100547,152,104,39,2,6,1
S00100548,54,25,18,9,1,1
S00100549,67,11,23,27,3,3
S00100550,170,101,49,16,2,2
S00100551,149,70,52,13,11,3
S00100552,171,79,51,26,8,7
S00100553,91,37,35,10,5,4
S00100554,55,36,16,2,1,-
S00100555,154,86,42,15,9,2
S00100556,67,28,21,12,5,1
S00100557,163,73,59,21,8,2
S00100558,115,47,38,23,6,1
S00100559,60,25,20,6,6,3
S00100560,67,27,27,9,3,1
S00100561,64,42,16,5,1,-
S00100562,147,75,50,14,8,-
S00100563,66,21,23,17,5,-
S00100564,128,62,32,23,7,4
S00100565,142,58,48,31,5,-
S00100566,126,46,59,17,3,1
S00100567,100,48,39,9,2,2
S00100568,87,26,31,18,10,2
S00100569,119,58,40,13,6,2
S00100570,107,42,36,20,8,1
S00100571,111,67,32,7,4,1
S00100572,94,33,34,16,9,2
S00100573,107,60,33,9,4,1
S00100574,82,26,27,22,3,4
S00100575,132,75,41,11,5,-
S00100576,126,47,39,29,7,4
S00100577,115,48,35,22,6,4
S00100578,156,87,53,12,3,1
S00100579,195,107,59,27,2,-
S00100580,129,81,38,8,2,-
S00100581,114,66,29,12,5,2
S00100582,167,109,41,11,5,1
S00100583,104,47,32,16,4,5
S00100584,157,79,51,20,6,1
S00100585,152,85,43,17,4,3
S00100586,107,45,41,15,6,-
S00100587,118,70,30,13,4,1
S00100588,129,66,32,19,11,1
S00100589,119,69,27,19,3,1
S00100590,106,42,42,15,3,4
S00100591,102,39,41,15,5,2
S00100592,96,37,35,14,6,4
S00100593,119,55,41,17,6,-
S00100594,114,52,37,16,8,1
S00100595,120,56,35,17,11,1
S00100596,84,45,20,9,9,1
S00100597,89,27,35,18,7,2
S00100598,98,65,22,8,3,-
S00100599,112,77,27,7,1,-
S00100600,128,77,31,15,2,3
S00100601,119,72,31,12,4,-
S00100602,69,40,17,9,2,1
S00100603,94,52,24,10,5,3
S00100604,84,45,26,10,1,2
S00100605,72,33,25,11,3,-
S00100606,96,57,24,9,5,1
S00100607,97,49,30,9,7,2
S00100608,71,30,24,11,6,-
S00100609,95,63,26,5,1,-
S00100610,158,109,40,8,1,-
S00100611,144,90,39,10,4,1
S00100612,92,35,36,12,8,1
S00100613,72,30,29,7,2,4
S00100614,86,39,22,18,6,1
S00100615,82,51,18,12,1,-
S00100616,98,68,22,7,1,-
S00100617,143,91,36,12,1,3
S00100618,89,42,36,10,-,1
S00100619,92,38,36,16,1,1
S00100620,166,97,47,21,1,-
S00100621,134,67,41,17,6,3
S00100622,144,82,38,18,5,1
S00100623,193,96,71,20,4,2
S00100624,169,114,44,6,5,-
S00100625,126,83,24,16,2,1
S00100626,83,30,23,18,11,1
S00100627,108,60,34,10,3,1
S00100628,99,58,28,8,5,-
S00100629,88,40,25,12,8,3
S00100630,83,43,33,3,2,2
S00100631,133,70,45,9,7,2
S00100632,87,53,23,9,-,2
S00100633,132,38,41,35,14,4
S00100634,136,89,35,8,2,2
S00100635,124,68,39,12,3,2
S00100636,190,126,48,16,-,-
S00100637,119,67,33,14,3,2
S00100638,155,96,44,13,1,1
S00100639,94,52,32,7,1,2
S00100640,110,42,44,16,5,3
S00100641,74,49,18,6,1,-
S00100642,65,23,24,16,1,1
S00100643,127,66,33,16,7,5
S00100644,82,47,22,9,2,2
S00100645,124,60,46,10,8,-
S00100646,147,88,44,10,5,-
S00100647,179,130,41,6,1,1
S00100648,144,92,41,7,3,1
S00100649,106,74,24,5,3,-
S00100650,126,87,31,5,3,-
S00100651,164,94,48,12,7,3
S00100652,118,64,41,9,2,2
S00100653,122,73,31,16,2,-
S00100654,110,72,31,6,1,-
S00100655,137,76,43,14,3,1
S00100656,189,115,50,18,6,-
S00100657,111,57,35,13,5,1
S00100658,101,60,26,14,1,-
S00100659,118,67,37,10,3,1
S00100660,123,88,29,5,1,-
S00100661,81,20,18,24,16,3
S00100662,61,26,20,12,2,1
S00100663,122,62,44,11,5,-
S00100664,181,41,57,58,18,7
S00100665,100,61,27,10,2,-
S00100666,122,63,34,15,7,3
S00100667,100,44,29,19,5,3
S00100668,93,30,33,17,10,3
S00100669,209,122,60,18,6,3
S00100670,59,30,18,6,4,1
S00100671,109,39,44,16,10,-
S00100672,78,43,18,10,6,1
S00100673,92,52,34,6,-,-
S00100674,78,41,20,11,4,2
S00100675,64,28,26,4,5,1
S00100676,67,41,17,5,4,-
S00100677,113,46,38,20,8,1
S00100678,97,46,17,19,11,4
S00100679,129,68,41,16,4,-
S00100680,145,82,33,20,10,-
S00100681,170,71,56,23,16,4
S00100682,112,37,34,25,12,4
S00100683,67,42,20,3,-,2
S00100684,99,62,21,13,1,2
S00100685,119,71,31,10,4,3
S00100686,73,30,26,14,2,1
S00100687,98,82,11,5,-,-
S00100688,143,83,46,12,2,-
S00100689,84,48,18,16,1,1
S00100690,107,43,36,20,6,2
S00100691,62,41,14,5,2,-
S00100692,54,29,13,9,3,-
S00100693,115,64,32,9,9,1
S00100694,80,56,19,3,2,-
S00100695,113,45,35,19,10,4
S00100696,63,37,18,6,2,-
S00100697,51,31,17,3,-,-
S00100698,51,30,13,6,1,1
S00100699,93,48,36,8,1,-
S00100700,129,44,37,25,15,8
S00100701,69,31,24,11,3,-
S00100702,113,45,41,14,9,4
S00100703,114,69,31,12,1,1
S00100704,74,46,23,3,2,-
S00100705,59,40,14,3,2,-
S00100706,102,50,29,14,7,2
S00100707,110,58,37,8,6,1
S00100708,51,33,11,7,-,-
S00100709,99,60,22,9,7,1
S00100710,145,77,40,16,9,3
S00100711,85,53,24,6,2,-
S00100712,51,20,20,6,3,2
S00100713,97,44,33,12,6,2
S00100714,74,33,27,5,8,1
S00100715,76,46,24,5,1,-
S00100716,67,32,20,11,4,-
S00100717,95,55,28,9,3,-
S00100718,91,37,28,14,6,6
S00100719,128,69,40,16,2,1
S00100720,64,30,20,11,3,-
S00100721,126,72,35,14,4,1
S00100722,188,98,56,22,10,2
S00100723,93,48,36,6,3,-
S00100724,50,10,12,17,8,3
S00100725,53,11,19,12,8,3
S00100726,81,40,25,10,5,1
S00100727,116,56,31,18,7,4
S00100728,76,47,20,7,-,2
S00100729,118,77,29,8,3,1
S00100730,85,47,21,9,7,1
S00100731,165,48,47,47,16,7
S00100732,122,58,38,15,7,4
S00100733,71,16,29,18,6,2
S00100734,51,20,20,6,3,2
S00100735,51,15,22,6,8,-
S00100736,109,43,33,18,10,5
S00100737,87,33,31,15,5,3
S00100738,101,51,30,12,7,1
S00100739,147,100,29,9,8,1
S00100740,98,53,29,14,1,1
S00100741,60,32,17,6,4,1
S00100742,55,16,13,15,6,5
S00100743,687,255,247,129,39,17
S00100744,124,61,39,22,2,-
S00100745,129,78,25,24,2,-
S00100746,133,79,35,15,2,2
S00100747,168,98,48,17,4,1
S00100748,136,81,26,24,4,1
S00100749,82,38,21,13,6,4
S00100750,146,69,38,25,8,6
S00100751,177,61,53,43,17,3
S00100752,59,24,21,9,3,2
S00100753,92,37,30,18,4,3
S00100754,123,56,39,17,8,3
S00100755,68,12,18,22,14,2
S00100756,53,11,15,18,6,3
S00100757,126,88,23,10,4,1
S00100758,98,33,25,19,19,2
S00100759,93,55,24,8,5,1
S00100760,86,33,21,24,5,3
S00100761,129,59,43,20,6,1
S00100762,82,31,22,11,11,7
S00100763,59,21,14,15,6,3
S00100764,58,5,19,21,11,2
S00100765,58,25,21,7,5,-
S00100766,104,43,43,11,5,2
S00100767,114,64,36,9,3,2
S00100768,63,37,23,2,1,-
S00100769,199,125,52,12,5,5
S00100770,65,23,15,17,8,2
S00100771,132,48,52,18,9,5
S00100772,142,74,33,25,6,4
S00100773,135,82,21,15,14,3
S00100774,64,30,13,16,4,1
S00100775,127,56,43,23,5,-
S00100776,153,89,48,14,1,1
S00100777,91,49,26,9,7,-
S00100778,132,77,35,15,5,-
S00100779,189,98,67,16,5,3
S00100780,173,119,43,9,2,-
S00100781,55,21,23,7,4,-
S00100782,154,90,39,19,5,1
S00100783,105,45,31,22,4,3
S00100784,85,48,23,10,3,1
S00100785,69,28,30,7,4,-
S00100786,101,58,29,8,4,2
S00100787,125,65,31,17,9,3
S00100788,54,24,24,4,-,2
S00100789,104,44,39,14,7,-
S00100790,76,42,27,6,1,-
S00100791,89,22,36,18,10,3
S00100792,88,61,22,4,1,-
S00100793,113,47,32,27,6,1
S00100794,93,50,31,9,3,-
S00100795,68,36,25,3,2,2
S00100796,67,1,21,29,14,2
S00100797,104,34,32,20,13,5
S00100798,104,66,29,8,1,-
S00100799,94,44,27,11,9,3
S00100800,165,105,39,19,1,1
S00100801,130,77,36,15,2,-
S00100802,128,70,31,12,12,3
S00100803,105,60,25,15,4,1
S00100804,91,48,22,12,8,1
S00100805,123,61,44,12,5,1
S00100806,104,53,27,16,4,4
S00100807,58,20,24,7,5,2
S00100808,118,62,38,15,2,1
S00100809,145,36,54,35,16,4
S00100810,205,115,62,21,6,1
S00100811,152,94,42,12,3,1
S00100812,90,59,16,11,4,-
S00100813,144,100,32,9,2,1
S00100814,135,100,27,4,3,1
S00100815,170,114,48,4,3,1
S00100816,113,84,22,4,3,-
S00100817,262,201,54,5,1,1
S00100818,202,133,55,8,3,3
S00100819,133,76,42,14,-,1
S00100820,138,100,27,9,1,1
S00100821,130,95,28,7,-,-
S00100822,92,63,25,4,-,-
S00100823,193,121,59,11,2,-
S00100824,122,86,26,6,4,-
S00100825,98,65,23,7,2,1
S00100826,87,67,17,1,2,-
S00100827,140,85,46,8,1,-
S00100828,110,49,35,18,7,1
S00100829,138,72,41,18,4,3
S00100830,111,41,43,24,3,-
S00100831,110,46,42,16,6,-
S00100832,79,52,21,6,-,-
S00100833,165,84,58,20,3,-
S00100834,135,71,43,14,6,1
S00100835,88,41,36,11,-,-
S00100836,194,101,56,22,12,3
S00100837,100,48,26,16,9,1
S00100838,122,55,38,15,11,3
S00100839,191,93,55,33,7,3
S00100840,126,66,37,20,3,-
S00100841,110,61,32,14,2,1
S00100842,147,70,46,18,10,3
S00100843,106,55,35,11,3,2
S00100844,129,67,48,14,-,-
S00100845,104,54,38,10,1,1
S00100846,72,30,19,10,10,3
S00100847,144,89,40,11,2,2
S00100848,69,45,13,10,1,-
S00100849,123,68,35,11,6,3
S00100850,219,158,51,7,3,-
S00100851,177,129,37,10,1,-
S00100852,162,111,37,9,5,-
S00100853,121,70,36,13,-,2
S00100854,85,35,31,9,8,2
S00100855,98,36,30,14,12,6
S00100856,99,48,31,12,6,2
S00100857,149,68,41,27,6,7
S00100858,124,62,38,15,8,1
S00100859,75,45,18,10,-,2
S00100860,57,9,19,20,8,1
S00100861,163,109,40,9,5,-
S00100862,104,50,28,19,6,1
S00100863,72,41,17,11,2,1
S00100864,79,52,21,4,2,-
S00100865,118,49,40,25,4,-
S00100866,240,170,55,13,2,-
S00100867,139,76,53,9,1,-
S00100868,150,126,22,1,-,1
S00100869,133,112,19,1,1,-
S00100870,222,157,52,11,1,1
S00100871,184,137,39,7,1,-
S00100872,188,131,44,10,2,1
S00100873,78,52,20,4,2,-
S00100874,89,56,29,4,-,-
S00100875,173,102,61,5,3,2
S00100876,128,72,45,8,2,1
S00100877,180,132,34,13,1,-
S00100878,89,50,24,9,2,4
S00100879,164,109,40,13,2,-
S00100880,161,100,42,13,4,2
S00100881,99,60,27,3,9,-
S00100882,81,57,15,6,3,-
S00100883,166,82,61,15,4,4
S00100884,81,48,27,5,1,-
S00100885,72,38,22,6,3,3
S00100886,74,43,23,6,2,-
S00100887,159,90,54,11,4,-
S00100888,114,68,29,15,1,1
S00100889,126,86,29,11,-,-
S00100890,111,60,36,12,2,1
S00100891,123,80,35,5,3,-
S00100892,131,86,29,12,3,1
S00100893,104,69,30,1,4,-
S00100894,104,65,25,11,2,1
S00100895,148,100,33,14,1,-
S00100896,127,86,23,16,1,1
S00100897,97,56,28,8,5,-
S00100898,130,77,41,8,3,1
S00100899,116,73,31,10,2,-
S00100900,120,80,32,3,3,2
S00100901,95,53,23,15,3,1
S00100902,117,75,21,9,9,3
S00100903,213,123,62,18,10,-
S00100904,155,84,46,20,3,2
S00100905,142,74,51,12,3,2
S00100906,160,85,54,13,4,4
S00100907,103,58,28,11,3,3
S00100908,63,39,16,6,2,-
S00100909,140,76,44,16,4,-
S00100910,97,61,23,12,1,-
S00100911,110,67,30,8,3,2
S00100912,125,69,32,14,7,3
S00100913,138,86,30,16,6,-
S00100914,100,61,26,10,2,1
S00100915,76,39,26,10,1,-
S00100916,108,66,28,12,2,-
S00100917,158,96,40,17,5,-
S00100918,100,59,29,7,4,1
S00100919,112,73,29,8,1,1
S00100920,162,101,41,17,3,-
S00100921,151,80,36,23,9,3
S00100922,134,69,46,16,1,2
S00100923,93,58,18,12,4,1
S00100924,127,82,36,7,2,-
S00100925,58,42,9,6,1,-
S00100926,138,93,35,9,-,1
S00100927,110,44,51,14,1,-
S00100928,124,92,23,9,-,-
S00100929,78,45,25,8,-,-
S00100930,141,96,33,9,2,1
S00100931,132,92,27,13,-,-
S00100932,107,72,27,5,2,1
S00100933,149,95,42,12,-,-
S00100934,88,43,31,11,3,-
S00100935,131,93,23,14,1,-
S00100936,124,77,31,11,5,-
S00100937,155,106,41,6,2,-
S00100938,176,101,55,16,3,1
S00100939,119,62,42,11,4,-
S00100940,99,50,34,9,4,2
S00100941,137,81,37,15,3,1
S00100942,139,91,36,7,3,2
S00100943,141,90,38,6,5,2
S00100944,105,51,36,13,4,1
S00100945,112,74,25,9,4,-
S00100946,184,128,49,5,1,1
S00100947,120,75,31,12,1,1
S00100948,124,95,16,12,1,-
S00100949,122,83,27,11,1,-
S00100950,111,42,37,26,3,3
S00100951,127,70,41,13,1,2
S00100952,87,55,26,5,1,-
S00100953,175,91,67,12,5,-
S00100954,120,82,24,9,3,2
S00100955,111,66,33,12,-,-
S00100956,113,56,36,15,5,1
S00100957,109,66,31,12,-,-
S00100958,150,99,32,17,2,-
S00100959,202,131,47,15,7,2
S00100960,153,88,48,15,2,-
S00100961,125,75,33,14,3,-
S00100962,56,31,16,5,2,2
S00100963,70,36,24,7,2,1
S00100964,130,89,35,5,1,-
S00100965,67,41,17,8,1,-
S00100966,61,43,9,7,2,-
S00100967,90,55,16,14,5,-
S00100968,106,59,33,12,-,2
S00100969,86,30,34,18,3,1
S00100970,99,29,29,31,8,2
S00100971,100,39,29,30,2,-
S00100972,155,100,42,11,2,-
S00100973,103,70,25,8,-,-
S00100974,161,109,34,15,3,-
S00100975,133,95,26,9,2,1
S00100976,97,60,31,4,1,1
S00100977,82,60,15,6,1,-
S00100978,137,88,29,13,6,1
S00100979,71,30,27,13,1,-
S00100980,102,76,18,3,3,2
S00100981,77,35,21,16,3,2
S00100982,85,30,20,22,10,3
S00100983,129,92,26,11,-,-
S00100984,177,116,44,13,4,-
S00100985,156,102,42,10,2,-
S00100986,145,92,40,10,1,2
S00100987,136,69,38,22,4,3
S00100988,101,58,31,12,-,-
S00100989,104,54,33,14,2,1
S00100990,119,75,29,13,2,-
S00100991,114,69,32,9,4,-
S00100992,135,96,27,11,1,-
S00100993,188,113,50,19,5,1
S00100994,169,109,46,11,2,1
S00100995,55,27,16,9,3,-
S00100996,85,51,17,13,3,1
S00100997,160,98,44,16,2,-
S00100998,65,34,22,6,1,2
S00100999,141,89,36,13,2,1
S00101000,99,47,39,9,3,1
S00101001,123,81,35,6,1,-
S00101002,125,77,38,8,2,-
S00101003,123,101,16,5,-,1
S00101004,132,103,21,7,1,-
S00101005,123,81,31,9,2,-
S00101006,172,122,40,7,1,2
S00101007,122,88,22,8,4,-
S00101008,114,75,31,6,2,-
S00101009,108,51,32,15,7,3
S00101010,146,84,44,14,4,-
S00101011,100,67,27,4,1,1
S00101012,125,73,38,12,2,-
S00101013,142,70,46,20,4,2
S00101014,93,71,18,3,1,-
S00101015,94,65,22,6,1,-
S00101016,125,71,35,17,2,-
S00101017,120,76,34,8,2,-
S00101018,106,65,27,12,1,1
S00101019,100,62,27,8,-,3
S00101020,127,73,39,12,2,1
S00101021,82,60,15,6,1,-
S00101022,165,104,46,10,5,-
S00101023,170,124,35,8,1,2
S00101024,169,127,38,4,-,-
S00101025,141,87,39,14,1,-
S00101026,107,64,29,9,5,-
S00101027,172,129,34,7,2,-
S00101028,55,33,16,5,1,-
S00101029,91,67,19,4,1,-
S00101030,141,104,27,5,4,1
S00101031,119,80,30,6,3,-
S00101032,120,89,25,6,-,-
S00101033,212,146,43,15,7,1
S00101034,164,106,39,15,2,2
S00101035,139,97,33,7,1,1
S00101036,131,95,28,4,2,2
S00101037,182,124,48,8,1,1
S00101038,165,115,34,12,4,-
S00101039,145,98,38,7,1,1
S00101040,147,94,41,10,2,-
S00101041,73,49,14,7,1,2
S00101042,166,97,51,17,-,1
S00101043,128,72,32,15,7,2
S00101044,93,54,26,9,3,1
S00101045,103,46,42,11,2,2
S00101046,124,72,36,13,-,3
S00101047,103,58,34,9,2,-
S00101048,117,69,31,16,1,-
S00101049,95,56,29,6,3,1
S00101050,100,59,29,8,3,1
S00101051,103,51,35,17,-,-
S00101052,139,77,50,10,2,-
S00101053,108,65,25,9,5,4
S00101054,131,69,39,15,8,-
S00101055,115,67,32,14,2,-
S00101056,146,73,59,11,3,-
S00101057,167,103,48,12,2,2
S00101058,177,119,42,12,2,2
S00101059,128,85,30,11,1,1
S00101060,130,85,32,9,4,-
S00101061,169,113,42,13,1,-
S00101062,159,96,52,10,1,-
S00101063,162,72,63,23,3,1
S00101064,164,68,53,41,-,2
S00101065,74,19,21,20,8,6
S00101066,178,97,59,16,3,3
S00101067,98,35,25,22,9,7
S00101068,102,56,24,18,3,1
S00101069,60,30,19,9,2,-
S00101070,166,90,47,22,6,1
S00101071,96,36,29,18,7,6
S00101072,73,26,30,9,7,1
S00101073,68,28,25,11,3,1
S00101074,141,91,35,9,5,1
S00101075,110,65,33,8,2,2
S00101076,134,81,37,15,1,-
S00101077,152,73,51,18,7,3
S00101078,96,24,33,29,7,3
S00101079,133,83,33,13,3,1
S00101080,175,94,49,18,11,3
S00101081,72,34,23,10,5,-
S00101082,124,63,31,18,11,1
S00101083,103,49,29,18,5,2
S00101084,96,47,21,16,11,1
S00101085,137,69,48,16,3,1
S00101086,92,34,33,20,4,1
S00101087,118,43,35,29,9,2
S00101088,144,55,55,17,12,5
S00101089,102,43,33,14,9,3
S00101090,104,49,27,17,10,1
S00101091,110,57,30,14,4,5
S00101092,99,40,27,25,6,1
S00101093,79,36,24,11,5,3
S00101094,117,50,23,26,13,5
S00101095,100,55,21,15,9,-
S00101096,155,59,67,18,10,1
S00101097,112,66,32,10,4,-
S00101098,227,183,34,7,2,1
S00101099,260,177,60,16,7,-
S00101100,98,43,31,15,6,3
S00101101,177,128,31,17,1,-
S00101102,133,104,15,11,3,-
S00101103,168,101,45,18,3,1
S00101104,160,86,49,20,4,1
S00101105,183,106,48,21,6,2
S00101106,163,105,35,17,3,3
S00101107,186,121,49,13,3,-
S00101108,156,106,26,21,2,1
S00101109,108,56,31,16,4,1
S00101110,216,128,69,13,5,1
S00101111,137,69,45,17,6,-
S00101112,144,73,46,20,4,1
S00101113,94,58,25,10,-,1
S00101114,113,69,30,11,1,2
S00101115,137,78,43,14,1,1
S00101116,154,100,41,11,1,1
S00101117,106,51,36,12,6,1
S00101118,134,69,49,13,-,3
S00101119,111,69,30,11,-,1
S00101120,101,59,32,8,2,-
S00101121,156,78,56,15,6,1
S00101122,105,55,33,10,6,1
S00101123,103,47,34,16,4,2
S00101124,127,61,44,18,1,3
S00101125,106,60,33,12,-,1
S00101126,131,61,56,14,-,-
S00101127,140,78,42,19,1,-
S00101128,91,53,25,11,2,-
S00101129,120,68,33,18,1,-
S00101130,124,71,26,25,2,-
S00101131,96,57,25,11,1,2
S00101132,134,79,42,9,4,-
S00101133,117,57,39,16,3,2
S00101134,108,43,47,12,6,-
S00101135,135,77,37,17,1,3
S00101136,138,84,36,15,2,1
S00101137,149,86,43,12,4,4
S00101138,220,143,49,19,6,3
S00101139,115,69,31,10,4,1
S00101140,123,68,39,6,9,1
S00101141,204,134,52,12,3,3
S00101142,194,113,59,14,8,-
S00101143,130,90,26,11,1,2
S00101144,122,66,39,9,6,2
S00101145,153,87,37,23,4,2
S00101146,125,52,32,30,10,1
S00101147,181,112,52,12,3,2
S00101148,167,88,48,26,2,3
S00101149,194,136,34,12,11,1
S00101150,153,83,50,17,3,-
S00101151,179,101,63,14,1,-
S00101152,174,86,65,18,4,1
S00101153,151,83,55,11,2,-
S00101154,134,82,43,8,1,-
S00101155,112,76,24,9,2,1
S00101156,174,98,44,22,10,-
S00101157,157,84,49,17,6,1
S00101158,167,96,43,25,3,-
S00101159,173,104,48,17,3,1
S00101160,96,27,30,25,12,2
S00101161,126,53,38,24,9,2
S00101162,161,104,45,7,5,-
S00101163,146,91,36,12,7,-
S00101164,111,61,36,11,2,1
S00101165,125,70,29,16,9,1
S00101166,144,72,52,15,4,1
S00101167,119,49,45,19,5,1
S00101168,127,72,41,10,2,2
S00101169,125,62,34,22,5,2
S00101170,78,31,31,12,3,1
S00101171,82,34,26,16,6,-
S00101172,140,73,41,19,3,4
S00101173,107,53,39,11,3,1
S00101174,179,113,44,18,4,-
S00101175,147,76,43,17,8,3
S00101176,59,35,16,7,-,1
S00101177,124,65,42,14,2,1
S00101178,117,71,31,12,2,1
S00101179,128,65,40,18,4,1
S00101180,107,61,31,12,3,-
S00101181,101,51,30,15,1,4
S00101182,125,70,38,13,3,1
S00101183,134,85,34,10,4,1
S00101184,207,119,65,18,2,3
S00101185,178,100,43,30,5,-
S00101186,122,71,28,14,6,3
S00101187,134,74,42,16,2,-
S00101188,100,58,37,2,2,1
S00101189,127,63,36,23,4,1
