oa_code,All people,Church of Scotland,Roman Catholic,Other Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated
S00128544,114,41,29,6,-,-,-,-,-,-,36,2
S00128545,51,5,9,-,-,-,-,3,-,-,29,5
S00128546,76,14,15,4,-,-,-,-,-,-,33,10
S00128547,51,5,16,5,-,-,-,-,-,-,22,3
S00128548,108,23,30,1,-,-,-,-,-,-,44,10
S00128549,105,20,21,7,-,-,-,-,-,-,48,9
S00128550,89,31,21,6,1,2,-,-,-,-,22,6
S00128551,94,22,23,8,-,-,-,-,-,4,32,5
S00128552,94,37,10,5,-,-,-,-,-,-,41,1
S00128553,97,34,22,2,1,-,-,-,-,-,26,12
S00128554,153,86,17,7,1,-,-,-,-,-,40,2
S00128555,106,22,24,1,-,-,-,-,-,-,54,5
S00128556,124,22,33,1,-,-,-,-,-,-,55,13
S00128557,78,28,17,1,-,-,-,-,-,-,30,2
S00128558,74,19,12,14,-,-,-,-,-,-,24,5
S00128559,100,31,21,4,-,-,-,-,-,-,41,3
S00128560,75,29,13,3,-,-,-,-,-,-,25,5
S00128561,91,33,11,15,-,-,-,-,-,-,24,8
S00128562,101,26,46,3,-,-,-,-,-,-,20,6
S00128563,137,41,50,10,-,-,-,-,-,-,34,2
S00128564,129,44,29,3,-,-,-,-,-,-,51,2
S00128565,166,51,20,4,-,-,-,-,-,-,71,20
S00128566,75,15,19,1,-,-,-,1,-,-,32,7
S00128567,70,14,17,4,-,-,-,-,-,-,34,1
S00128568,93,13,25,6,-,-,-,1,-,-,41,7
S00128569,52,13,15,5,-,-,-,1,-,1,15,2
S00128570,81,13,25,1,-,-,-,-,-,-,39,3
S00128571,112,22,29,-,1,-,-,2,-,-,45,13
S00128572,122,36,19,2,-,-,-,-,-,1,57,7
S00128573,84,21,17,6,-,-,-,-,-,-,37,3
S00128574,90,15,27,3,-,-,-,-,-,-,40,5
S00128575,59,13,22,2,-,-,-,-,-,2,14,6
S00128576,140,59,15,9,-,-,-,6,-,-,42,9
S00128577,90,19,34,1,-,-,-,-,-,-,30,6
S00128578,87,22,18,2,-,-,-,-,-,-,39,6
S00128579,75,14,18,-,-,-,-,-,-,1,36,6
S00128580,81,15,26,1,-,-,-,-,-,-,38,1
S00128581,80,11,30,1,-,-,-,-,-,-,37,1
S00128582,157,69,25,9,-,-,-,4,-,-,38,12
S00128583,90,17,16,2,-,-,-,8,-,1,35,11
S00128584,91,24,44,-,-,-,-,-,-,-,16,7
S00128585,98,23,29,4,-,-,-,-,-,-,40,2
S00128586,144,37,44,7,-,-,-,-,-,2,47,7
S00128587,157,59,34,3,-,-,-,-,-,-,52,9
S00128588,102,39,20,5,-,-,-,-,-,-,29,9
S00128589,62,14,29,1,-,-,-,-,-,-,9,9
S00128590,63,18,14,1,-,1,-,-,-,-,27,2
S00128591,67,12,19,8,-,-,-,-,-,-,16,12
S00128592,68,19,12,5,1,-,-,-,-,2,21,8
S00128593,75,16,23,7,-,-,-,1,-,-,25,3
S00128594,87,44,13,6,-,-,-,-,-,-,19,5
S00128595,59,36,7,5,-,-,-,-,-,1,8,2
S00128596,56,28,15,1,-,-,-,-,-,-,8,4
S00128597,58,26,15,1,-,-,-,-,-,-,9,7
S00128598,53,24,11,3,-,-,-,-,-,-,13,2
S00128599,77,24,30,2,-,-,-,-,-,-,16,5
S00128600,123,34,27,2,-,-,-,-,-,-,50,10
S00128601,86,37,25,-,-,-,-,-,-,-,21,3
S00128602,55,17,11,3,-,-,-,-,-,-,16,8
S00128603,79,17,14,5,-,-,-,-,-,-,35,8
S00128604,70,18,12,-,-,-,-,-,-,-,35,5
S00128605,68,19,12,1,-,-,-,-,-,-,27,9
S00128606,65,21,11,-,-,-,-,-,-,-,23,10
S00128607,108,27,23,11,-,-,-,-,-,1,32,14
S00128608,86,32,23,-,-,-,-,-,-,-,23,8
S00128609,129,41,23,4,-,-,-,-,-,-,52,9
S00128610,100,30,24,4,-,-,-,1,-,3,30,8
S00128611,66,25,9,1,-,-,-,-,-,3,23,5
S00128612,54,19,13,1,-,-,-,-,-,-,16,5
S00128613,104,43,23,2,-,-,-,-,-,-,33,3
S00128614,62,30,14,-,-,-,-,-,-,-,12,6
S00128615,98,44,9,6,-,-,-,-,4,-,31,4
S00128616,125,48,19,8,-,1,1,-,4,-,35,9
S00128617,137,68,19,8,-,-,-,-,-,-,33,9
S00128618,76,22,17,1,-,-,-,-,-,-,35,1
S00128619,50,19,9,6,-,-,-,-,-,-,13,3
S00128620,82,41,13,5,-,-,-,-,-,-,17,6
S00128621,163,66,26,5,1,-,1,1,-,-,62,1
S00128622,111,45,25,4,-,-,-,-,-,-,26,11
S00128623,125,34,25,9,-,-,-,-,4,-,41,12
S00128624,103,18,41,2,-,-,-,-,-,-,31,11
S00128625,122,40,31,8,-,-,-,-,-,3,33,7
S00128626,128,52,30,3,-,7,-,-,-,-,34,2
S00128627,93,39,25,6,-,-,-,-,-,-,18,5
S00128628,157,79,29,6,1,-,-,-,7,-,30,5
S00128629,115,62,13,-,-,-,-,-,-,-,27,13
S00128630,76,37,12,-,-,-,-,-,-,-,22,5
S00128631,75,30,12,-,-,-,-,-,-,-,28,5
S00128632,107,44,26,5,-,-,-,-,-,-,29,3
S00128633,170,57,35,5,-,2,-,-,-,-,62,9
S00128634,114,41,22,8,-,-,-,-,-,-,35,8
S00128635,157,34,42,4,-,-,-,-,-,-,39,38
S00128636,183,71,37,8,-,-,-,-,-,-,38,29
S00128637,157,41,32,-,-,-,1,5,-,-,68,10
S00128638,136,54,44,2,-,-,-,-,-,-,32,4
S00128639,152,36,24,19,-,-,-,6,-,-,59,8
S00128640,116,20,15,10,-,-,-,3,-,-,45,23
S00128641,110,51,20,4,-,-,1,-,-,-,27,7
S00128642,118,31,21,10,-,-,-,-,-,2,45,9
S00128643,111,32,14,12,-,-,-,-,-,-,49,4
S00128644,69,31,10,5,-,-,-,-,-,-,23,-
S00128645,101,41,5,12,-,-,-,-,-,1,38,4
S00128646,106,33,21,14,-,-,-,-,-,3,27,8
S00128647,70,32,12,4,-,-,-,-,-,1,13,8
S00128648,101,46,19,4,-,-,-,-,-,-,30,2
S00128649,82,34,10,5,-,-,-,-,-,3,28,2
S00128650,106,46,12,1,-,-,-,-,-,-,38,9
S00128651,96,32,19,4,-,-,-,1,-,-,38,2
S00128652,105,59,20,-,-,-,-,-,-,-,21,5
S00128653,123,52,17,5,1,-,-,-,-,-,40,8
S00128654,140,59,27,7,-,-,-,-,-,-,41,6
S00128655,153,74,37,2,-,-,-,4,-,-,36,-
S00128656,79,27,28,1,-,-,-,7,-,-,15,1
S00128657,151,44,27,11,-,-,-,-,-,2,55,12
S00128658,155,59,40,2,-,-,-,-,-,-,42,12
S00128659,170,67,28,2,-,-,-,-,-,-,63,10
S00128660,123,41,23,2,-,-,-,-,-,-,46,11
S00128661,106,42,12,2,-,-,-,-,-,-,42,8
S00128662,89,32,23,3,-,-,-,-,-,-,29,2
S00128663,139,76,23,8,-,-,-,-,-,-,27,5
S00128664,149,76,30,3,-,1,-,-,-,-,34,5
S00128665,85,28,28,-,-,-,-,-,-,-,26,3
S00128666,128,49,24,8,-,-,-,-,-,-,35,12
S00128667,105,56,20,4,-,-,-,-,-,-,13,12
S00128668,147,47,38,9,1,-,-,-,-,-,46,6
S00128669,101,20,25,6,-,-,-,-,-,-,41,9
S00128670,112,35,27,6,-,-,-,-,-,-,39,5
S00128671,89,33,32,1,-,-,-,-,-,-,21,2
S00128672,69,15,24,4,-,-,-,-,-,-,20,6
S00128673,62,20,20,3,1,-,-,-,-,-,13,5
S00128674,53,21,20,3,-,-,-,-,-,-,5,4
S00128675,180,60,37,9,-,-,-,-,-,2,64,8
S00128676,177,63,41,5,4,-,-,-,-,-,48,16
S00128677,137,37,33,5,-,-,-,-,-,-,55,7
S00128678,65,18,27,5,-,-,-,-,-,-,14,1
S00128679,133,36,52,3,-,-,-,-,-,-,41,1
S00128680,177,61,59,1,-,-,-,-,-,-,36,20
S00128681,52,15,16,-,-,-,-,-,-,-,19,2
S00128682,54,25,14,-,-,-,-,-,-,-,6,9
S00128683,142,42,40,1,1,-,-,-,-,-,50,8
S00128684,98,24,27,9,-,-,-,-,-,-,31,7
S00128685,111,32,35,1,-,-,-,-,-,-,33,10
S00128686,124,44,31,3,-,-,-,-,-,-,44,2
S00128687,85,27,24,1,2,-,-,-,-,1,26,4
S00128688,103,36,31,8,-,-,-,-,-,-,15,13
S00128689,50,11,15,2,-,-,-,-,-,-,18,4
S00128690,121,31,29,4,-,-,-,-,-,1,41,15
S00128691,70,18,29,-,2,-,-,-,-,-,15,6
S00128692,110,20,58,1,-,-,-,-,-,-,21,10
S00128693,121,35,38,2,-,-,-,-,-,-,40,6
S00128694,83,8,29,-,-,-,-,-,-,1,40,5
S00128695,51,16,24,-,-,-,-,-,-,-,10,1
S00128696,65,9,15,1,-,-,-,-,-,-,37,3
S00128697,105,22,37,1,-,-,-,-,-,-,41,4
S00128698,111,14,26,2,-,-,-,3,2,-,56,8
S00128699,85,27,21,1,-,-,-,-,-,2,24,10
S00128700,58,18,12,2,-,-,-,-,3,-,20,3
S00128701,57,19,12,2,-,-,-,-,-,-,23,1
S00128702,118,40,35,3,1,-,1,1,-,-,29,8
S00128703,98,31,24,6,-,-,-,-,-,-,29,8
S00128704,97,17,17,9,-,3,-,2,-,-,46,3
S00128705,74,17,16,3,-,-,-,-,-,1,34,3
S00128706,126,27,29,8,-,-,-,2,-,1,49,10
S00128707,136,30,29,9,-,-,-,-,-,1,58,9
S00128708,96,18,29,-,-,-,-,4,-,1,35,9
S00128709,232,19,59,10,2,4,1,5,3,-,111,18
S00128710,71,8,19,4,-,2,-,1,-,-,33,4
S00128711,102,23,29,12,-,-,-,-,-,-,33,5
S00128712,102,29,26,-,1,-,-,-,-,-,36,10
S00128713,80,16,25,2,1,-,-,-,-,-,29,7
S00128714,59,21,6,1,-,1,-,-,-,-,29,1
S00128715,134,21,38,5,-,-,-,1,-,1,57,11
S00128716,58,13,11,10,-,-,-,-,-,-,22,2
S00128717,54,18,11,2,-,-,-,-,-,1,21,1
S00128718,96,29,24,-,-,-,-,1,-,-,32,10
S00128719,61,13,17,3,-,-,-,-,-,-,27,1
S00128720,122,35,45,-,-,-,-,-,-,-,32,10
S00128721,137,34,36,7,-,-,-,-,-,-,50,10
S00128722,122,41,28,4,1,-,-,2,-,1,39,6
S00128723,113,31,27,10,-,1,2,1,-,-,35,6
S00128724,64,25,9,3,1,-,-,1,-,-,18,7
S00128725,90,29,29,4,-,-,-,-,-,1,27,-
S00128726,76,28,20,1,-,-,-,3,-,-,19,5
S00128727,56,11,12,2,-,-,-,-,-,-,24,7
S00128728,79,17,14,3,-,1,-,2,-,1,27,14
S00128729,171,33,43,13,-,-,-,5,-,2,64,11
S00128730,102,32,35,3,-,-,-,-,-,-,30,2
S00128731,126,21,35,6,-,-,-,3,3,-,49,9
S00128732,95,57,12,2,-,-,-,-,-,-,17,7
S00128733,51,34,1,5,-,-,-,-,-,-,8,3
S00128734,59,31,15,4,-,-,-,-,-,1,5,3
S00128735,127,58,26,5,-,-,-,-,-,-,37,1
S00128736,82,22,18,17,-,-,-,-,-,-,24,1
S00128737,162,66,16,44,-,-,-,-,-,-,29,7
S00128738,158,68,32,11,-,-,-,-,-,-,42,5
S00128739,187,61,56,4,-,-,-,1,3,1,54,7
S00128740,237,66,41,12,-,6,-,4,9,-,82,17
S00128741,176,42,64,14,1,-,-,1,-,-,42,12
S00128742,107,41,19,3,-,-,-,1,-,4,32,7
S00128743,70,19,12,6,-,-,-,-,-,8,23,2
S00128744,124,31,33,3,-,1,-,-,-,-,46,10
S00128745,153,41,39,4,-,-,-,-,-,-,60,9
S00128746,92,26,23,1,-,3,-,-,-,-,32,7
S00128747,63,13,23,1,-,-,-,-,-,-,19,7
S00128748,65,32,16,6,-,-,-,-,-,-,8,3
S00128749,55,27,12,2,-,-,-,-,-,-,11,3
S00128750,77,36,24,-,-,-,-,-,-,-,13,4
S00128751,96,23,24,2,-,-,-,-,-,-,35,12
S00128752,53,17,12,2,-,-,-,-,-,1,21,-
S00128753,99,23,28,4,-,-,-,1,-,1,33,9
S00128754,183,68,47,10,-,-,-,-,-,-,50,8
S00128755,55,5,14,3,1,-,-,-,2,1,26,3
S00128756,71,10,12,4,-,-,-,1,-,-,43,1
S00128757,219,59,56,5,-,1,-,3,-,-,77,18
S00128758,106,44,16,-,-,-,-,-,-,-,37,9
S00128759,113,54,25,3,-,-,-,-,-,-,31,-
S00128760,99,19,28,9,-,-,1,3,-,-,30,9
S00128761,83,26,27,2,-,-,-,-,-,-,15,13
S00128762,214,69,66,-,-,-,-,4,-,-,75,-
S00128763,115,18,42,-,-,-,-,-,-,-,51,4
S00128764,253,57,80,10,-,-,-,1,-,-,97,8
S00128765,177,57,44,18,-,-,-,-,4,-,51,3
S00128766,171,52,48,10,-,-,-,-,-,-,54,7
S00128767,172,66,32,9,-,-,-,-,-,-,53,12
S00128768,79,34,24,1,-,-,-,-,-,-,17,3
S00128769,53,15,12,-,-,-,-,2,-,-,21,3
S00128770,93,33,28,3,-,-,-,-,-,-,27,2
S00128771,96,33,27,7,-,-,-,-,-,-,29,-
S00128772,80,36,15,1,-,-,-,-,-,-,27,1
S00128773,162,35,54,10,-,-,-,-,-,-,57,6
S00128774,184,44,28,6,-,-,-,3,-,-,87,16
S00128775,128,43,32,3,-,-,-,-,-,1,37,12
S00128776,102,26,23,3,-,-,-,-,-,1,42,7
S00128777,129,35,29,7,-,-,-,-,-,1,54,3
S00128778,129,34,24,5,-,-,-,2,-,-,61,3
S00128779,82,20,9,2,-,-,-,-,-,-,49,2
S00128780,67,18,21,-,-,-,-,-,-,-,27,1
S00128781,157,57,19,1,-,-,-,-,-,-,68,12
S00128782,216,67,52,9,-,-,-,-,-,-,75,13
S00128783,133,45,42,6,1,-,-,-,-,-,34,5
S00128784,110,33,31,8,-,-,-,-,-,-,29,9
S00128785,169,69,38,7,1,-,-,-,-,-,46,8
S00128786,102,53,20,2,-,-,-,1,-,-,17,9
S00128787,167,49,35,8,-,-,-,-,-,-,58,17
S00128788,178,58,23,17,-,-,1,9,-,1,59,10
S00128789,179,58,45,2,-,-,-,-,-,2,49,23
S00128790,128,48,27,14,-,-,-,7,-,-,30,2
S00128791,171,61,32,8,-,-,-,1,-,-,66,3
S00128792,95,32,15,3,-,-,-,-,-,-,37,8
S00128793,55,10,11,-,-,-,-,-,-,-,26,8
S00128794,86,15,24,-,-,1,1,-,-,-,38,7
S00128795,55,21,12,1,-,-,-,-,-,-,14,7
S00128796,99,23,22,-,-,-,-,-,-,-,46,8
S00128797,66,18,18,1,-,-,-,1,-,-,26,2
S00128798,121,32,32,5,-,-,-,2,-,-,44,6
S00128799,191,45,43,6,-,-,1,-,2,-,79,15
S00128800,119,29,34,3,-,-,-,2,2,-,43,6
S00128801,134,46,29,2,-,-,-,-,-,-,47,10
S00128802,119,26,61,-,-,-,-,-,-,-,30,2
S00128803,103,18,33,-,-,-,-,5,-,1,43,3
S00128804,164,27,51,2,-,-,-,-,-,1,68,15
S00128805,61,12,15,3,-,-,1,2,1,-,23,4
S00128806,126,24,31,2,-,-,-,-,-,-,60,9
S00128807,96,26,19,16,-,-,-,-,-,1,31,3
S00128808,134,23,39,4,-,-,-,7,-,-,49,12
S00128809,125,15,31,3,-,-,-,-,-,-,57,19
S00128810,151,24,23,2,-,-,-,-,-,-,75,27
S00128811,124,12,33,2,-,-,-,-,1,-,57,19
S00128812,166,30,29,10,1,-,-,4,-,1,73,18
S00128813,72,16,23,1,-,-,-,1,-,1,30,-
S00128814,90,18,27,2,-,1,-,1,-,1,39,1
S00128815,69,23,14,5,-,-,-,-,-,-,20,7
S00128816,91,21,26,2,2,-,-,-,-,-,30,10
S00128817,94,13,35,1,-,3,-,-,-,1,35,6
S00128818,178,35,49,-,2,-,-,1,9,-,70,12
S00128819,130,26,47,4,-,3,-,-,-,-,43,7
S00128820,103,36,36,6,-,-,-,1,-,-,20,4
S00128821,134,44,40,3,-,-,-,-,-,-,40,7
S00128822,120,37,22,5,-,-,-,4,-,1,48,3
S00128823,67,24,22,5,-,-,-,-,-,-,12,4
S00128824,274,97,71,10,-,2,-,18,6,-,60,10
S00128825,160,49,26,7,-,-,-,6,7,-,54,11
S00128826,61,14,8,3,1,1,-,-,-,1,29,4
S00128827,89,30,21,3,2,2,-,1,-,-,26,4
S00128828,112,21,17,7,-,-,-,-,-,-,56,11
S00128829,107,28,39,2,-,-,-,4,-,-,29,5
S00128830,99,15,45,1,-,-,-,3,-,-,32,3
S00128831,116,30,28,5,-,3,-,1,2,-,42,5
S00128832,76,14,16,3,-,-,-,-,-,-,43,-
S00128833,122,34,22,2,2,2,-,10,1,-,42,7
S00128834,79,25,19,3,-,-,-,-,-,-,27,5
S00128835,114,15,29,8,-,-,-,-,-,-,53,9
S00128836,144,21,46,2,2,7,-,2,17,-,42,5
S00128837,193,43,56,1,1,-,-,3,1,-,73,15
S00128838,107,38,40,2,-,-,-,-,-,-,20,7
S00128839,127,45,33,3,1,-,-,-,-,-,43,2
S00128840,93,25,17,5,-,5,-,1,1,-,37,2
S00128841,195,59,49,4,3,-,-,18,5,-,52,5
S00128842,100,43,19,6,-,-,-,-,-,-,32,-
S00128843,136,40,45,9,-,-,-,1,-,-,21,20
S00128844,90,36,16,3,-,3,-,1,-,-,23,8
S00128845,87,16,26,4,-,-,-,3,-,-,35,3
S00128846,128,22,27,8,-,-,-,-,-,1,52,18
S00128847,79,28,20,4,-,-,-,-,-,-,22,5
S00128848,106,35,35,-,-,-,-,1,1,-,30,4
S00128849,106,25,24,-,-,1,-,-,-,-,43,13
S00128850,175,51,46,4,-,2,-,3,-,-,49,20
S00128851,176,70,42,4,-,-,-,4,-,-,51,5
S00128852,161,53,35,13,-,-,-,-,-,-,56,4
S00128853,110,22,37,7,-,-,-,-,-,-,42,2
S00128854,190,35,49,7,-,5,-,14,10,-,64,6
S00128855,201,65,33,7,-,4,-,5,3,-,66,18
S00128856,85,30,33,1,-,-,-,-,-,-,17,4
S00128857,96,34,20,1,-,-,-,-,-,-,33,8
S00128858,51,12,22,3,-,-,-,-,-,-,14,-
S00128859,89,25,16,2,-,-,-,-,-,-,38,8
S00128860,136,39,22,9,-,-,-,-,2,-,47,17
S00128861,113,40,14,1,-,-,-,-,-,-,50,8
S00128862,68,24,14,1,-,-,-,-,-,-,25,4
S00128863,247,80,52,13,-,-,-,6,9,-,73,14
S00128864,107,42,19,4,-,-,-,3,-,-,28,11
S00128865,144,55,38,10,-,-,-,-,-,-,32,9
S00128866,80,27,11,10,-,-,-,-,-,1,27,4
S00128867,64,17,19,5,-,-,-,8,-,-,15,-
S00128868,210,81,46,5,-,1,-,1,-,-,72,4
S00128869,122,37,15,7,-,-,-,1,-,-,46,16
S00128870,70,25,12,6,-,-,-,-,-,1,21,5
S00128871,70,25,15,-,-,-,-,2,-,-,21,7
S00128872,79,15,19,-,-,6,-,9,9,-,18,3
S00128873,126,43,34,3,-,-,1,-,-,-,38,7
S00128874,75,26,13,-,-,-,-,-,-,-,31,5
S00128875,105,40,13,4,-,-,-,-,-,-,46,2
S00128876,73,30,13,-,-,-,-,-,-,-,25,5
S00128877,102,34,31,5,-,-,-,-,-,-,24,8
S00128878,73,26,7,2,-,-,-,-,-,-,33,5
S00128879,93,35,14,11,-,-,-,1,-,-,24,8
S00128880,80,24,17,4,-,-,-,1,-,-,30,4
S00128881,202,98,18,7,-,-,-,10,-,-,62,7
S00128882,72,25,18,5,-,-,-,-,-,-,20,4
S00128883,107,49,17,-,-,-,-,-,-,-,36,5
S00128884,254,104,76,6,-,-,-,-,1,-,56,11
S00128885,166,39,27,16,6,-,-,16,1,-,52,9
S00128886,197,58,56,17,1,2,-,5,-,-,47,11
S00128887,68,20,12,8,-,-,-,-,-,-,27,1
S00128888,59,28,8,-,-,-,1,-,-,-,18,4
S00128889,107,52,14,2,-,-,-,-,-,-,32,7
S00128890,107,40,25,5,1,-,-,-,-,2,27,7
S00128891,158,57,49,4,-,-,-,-,-,1,41,6
S00128892,60,13,11,6,-,-,-,-,-,-,27,3
S00128893,123,40,23,7,-,-,-,-,-,-,37,16
S00128894,78,27,15,2,-,-,-,-,-,-,33,1
S00128895,109,37,40,1,-,-,-,-,-,-,28,3
S00128896,84,25,23,-,-,-,-,-,-,-,31,5
S00128897,308,91,74,4,2,-,-,-,-,1,113,23
S00128898,139,38,40,4,-,-,-,-,-,-,48,9
S00128899,124,48,21,-,-,-,-,-,-,-,47,8
S00128900,167,64,30,4,2,3,-,2,14,-,42,6
S00128901,110,55,16,11,-,-,-,5,-,-,17,6
S00128902,167,62,38,6,1,-,-,-,-,1,48,11
S00128903,117,45,37,3,-,3,-,-,-,-,19,10
S00128904,168,63,43,11,2,-,-,-,-,-,35,14
S00128905,116,40,29,2,-,-,-,2,-,-,36,7
S00128906,157,57,30,6,-,1,-,3,-,-,48,12
S00128907,99,39,22,5,-,-,-,-,4,-,25,4
S00128908,145,66,32,5,-,-,-,-,-,-,38,4
S00128909,51,14,18,2,-,-,-,-,-,-,12,5
S00128910,151,64,32,15,-,-,-,-,-,-,36,4
S00128911,55,27,7,-,-,-,-,-,-,-,20,1
S00128912,94,39,19,2,-,-,-,-,-,-,27,7
S00128913,92,42,3,3,-,-,-,-,-,1,37,6
S00128914,125,35,26,8,-,-,-,5,-,-,37,14
S00128915,112,36,18,8,-,-,-,-,-,1,42,7
S00128916,111,35,28,4,-,-,-,-,-,-,39,5
S00128917,121,36,19,9,-,-,-,-,-,-,44,13
S00128918,172,66,27,8,-,-,-,-,-,-,48,23
S00128919,131,49,26,13,-,-,-,5,-,3,24,11
S00128920,171,75,48,1,-,-,-,-,-,-,30,17
S00128921,147,48,32,1,-,-,-,5,-,-,51,10
S00128922,91,47,18,3,-,-,-,3,-,1,18,1
S00128923,167,66,37,6,-,2,-,-,-,-,44,12
S00128924,108,18,35,3,-,-,-,-,-,1,44,7
S00128925,150,49,43,2,-,-,-,-,2,-,43,11
S00128926,212,53,73,2,2,-,-,-,4,-,69,9
S00128927,95,23,31,4,-,-,-,-,-,-,33,4
S00128928,160,72,38,8,-,-,-,2,-,-,40,-
S00128929,86,37,14,5,-,-,-,-,-,2,12,16
S00128930,138,74,19,8,-,-,-,-,-,-,28,9
S00128931,104,28,15,10,-,-,-,6,-,-,35,10
S00128932,195,52,55,16,-,-,-,-,-,-,65,7
S00128933,84,26,14,1,-,-,-,4,-,-,36,3
S00128934,169,38,44,4,-,-,-,-,-,-,67,16
S00128935,80,25,11,-,-,-,-,-,-,2,24,18
S00128936,166,49,47,-,-,-,-,-,1,-,53,16
S00128937,124,29,35,7,-,-,1,3,-,1,43,5
S00128938,114,38,30,2,-,-,-,-,-,-,39,5
S00128939,165,55,38,3,2,-,-,2,-,-,57,8
S00128940,122,20,31,3,-,-,-,6,-,-,54,8
S00128941,83,26,18,-,-,3,-,-,-,-,33,3
S00128942,162,39,8,10,-,-,-,-,-,3,96,6
S00128943,148,39,4,20,1,-,-,-,-,6,70,8
S00128944,117,13,4,1,1,-,-,4,-,2,81,11
S00128945,85,15,8,18,2,-,-,-,-,-,38,4
S00128946,68,12,3,16,-,-,-,-,-,1,26,10
S00128947,197,45,6,32,1,-,-,-,-,-,81,32
S00128948,118,38,5,16,-,-,-,-,-,2,41,16
S00128949,165,33,3,23,-,-,-,3,-,-,77,26
S00128950,170,36,8,34,1,-,-,-,-,-,68,23
S00128951,168,40,5,30,-,-,-,-,-,-,78,15
S00128952,121,29,5,14,-,1,-,1,-,1,50,20
S00128953,208,59,1,15,-,-,-,-,-,1,111,21
S00128954,111,27,7,14,-,-,-,-,-,-,56,7
S00128955,101,18,7,11,-,-,-,-,-,2,58,5
S00128956,54,20,1,3,-,-,-,-,-,-,24,6
S00128957,177,69,4,15,-,-,-,1,-,-,86,2
S00128958,81,27,1,4,-,-,-,-,-,-,46,3
S00128959,148,51,5,19,-,-,-,-,-,1,56,16
S00128960,100,20,2,15,-,-,-,-,-,-,55,8
S00128961,83,19,-,13,-,-,-,-,-,-,37,14
S00128962,238,71,23,48,-,-,-,-,-,-,80,16
S00128963,91,26,-,6,1,-,-,-,-,2,43,13
S00128964,76,24,3,13,-,-,-,-,-,-,34,2
S00128965,131,31,6,21,-,-,-,-,-,-,64,9
S00128966,134,22,9,6,-,-,-,-,-,4,83,10
S00128967,76,19,-,15,-,-,-,-,-,1,33,8
S00128968,198,65,9,21,2,-,-,-,-,-,94,7
S00128969,135,45,2,12,-,-,-,-,-,-,61,15
S00128970,126,34,-,4,-,-,-,-,-,1,74,13
S00128971,164,42,4,32,3,-,-,-,-,-,74,9
S00128972,147,31,-,31,-,-,-,-,-,-,67,18
S00128973,117,46,2,13,-,-,-,-,-,-,47,9
S00128974,172,24,13,12,1,-,-,-,-,3,103,16
S00128975,158,49,8,10,1,-,-,-,-,-,69,21
S00128976,97,19,-,34,-,-,-,-,-,-,35,9
S00128977,85,32,2,16,-,-,-,-,-,-,30,5
S00128978,96,18,1,17,1,-,-,-,-,3,48,8
S00128979,108,33,1,12,1,-,-,-,-,-,53,8
S00128980,81,15,-,24,-,-,-,-,-,2,25,15
S00128981,82,11,5,19,-,-,-,-,-,-,39,8
S00128982,161,22,9,47,1,-,-,-,-,3,66,13
S00128983,106,37,2,4,1,-,-,-,-,-,39,23
S00128984,103,40,1,8,-,-,-,-,-,-,47,7
S00128985,132,35,6,16,1,-,-,-,-,-,59,15
S00128986,85,52,1,3,-,-,1,-,-,-,28,-
S00128987,115,31,1,18,-,-,-,-,-,2,51,12
S00128988,67,21,3,10,-,-,-,-,-,-,25,8
S00128989,154,78,3,6,-,-,-,-,-,1,54,12
S00128990,130,54,3,16,-,-,-,-,-,-,49,8
S00128991,148,50,12,10,-,-,-,-,-,4,59,13
S00128992,162,64,9,7,-,-,-,-,-,-,71,11
S00128993,98,40,6,9,-,-,-,-,-,3,29,11
S00128994,67,28,-,10,-,-,-,-,-,-,22,7
S00128995,144,40,3,15,-,-,-,3,-,2,72,9
S00128996,175,66,2,12,-,-,-,-,-,1,77,17
S00128997,59,14,2,2,2,-,-,-,-,-,33,6
S00128998,170,60,1,11,-,-,-,-,-,-,89,9
S00128999,114,44,9,13,1,-,-,-,-,-,46,1
S00129000,108,35,1,4,-,-,-,-,-,-,52,16
S00129001,74,36,-,6,-,-,-,-,-,3,25,4
S00129002,61,20,-,2,-,-,-,-,-,-,35,4
S00129003,165,101,7,2,-,-,-,-,-,-,50,5
S00129004,234,110,8,22,1,-,-,-,-,-,63,30
S00129005,169,79,-,2,-,-,-,-,-,-,68,20
S00129006,59,36,-,-,-,-,-,-,-,1,22,-
S00129007,183,113,1,1,1,-,-,-,-,-,49,18
S00129008,136,51,-,11,-,-,-,-,-,3,65,6
S00129009,153,57,-,18,-,-,-,-,-,3,69,6
S00129010,74,26,3,7,-,-,-,-,-,-,33,5
S00129011,114,25,1,2,-,-,-,-,-,-,77,9
S00129012,111,33,3,16,-,-,-,-,-,-,53,6
S00129013,195,69,9,24,-,-,-,-,-,-,68,25
S00129014,61,13,5,12,2,-,-,-,-,-,23,6
S00129015,88,39,2,14,1,-,-,-,-,1,27,4
S00129016,138,39,2,15,-,-,-,6,-,-,58,18
S00129017,85,32,-,12,-,-,-,-,-,2,32,7
S00129018,85,27,3,8,1,-,-,-,-,2,33,11
S00129019,60,29,1,4,1,-,-,-,-,-,17,8
S00129020,117,18,6,8,-,-,-,-,-,-,76,9
S00129021,69,24,3,4,-,-,-,-,-,-,37,1
S00129022,94,38,6,6,-,-,-,1,-,-,37,6
S00129023,128,42,9,10,1,-,-,-,-,1,53,12
