oa_code,All households,One person household: Aged 65 and over,One person household: Aged under 65,One family only: All aged 65 and over,One family only: Married or same-sex civil partnership couple: No children,One family only: Married or same-sex civil partnership couple: With dependent children,One family only: Married or same-sex civil partnership couple: All children non-dependent,One family only: Cohabiting couple: No children,One family only: Cohabiting couple: With dependent children,One family only: Cohabiting couple: All children non-dependent,One family only: Lone parent: With dependent children,One family only: Lone parent: All children non-dependent,Other households: With dependent children,Other households: All full-time students,Other households: All aged 65 and over,Other households: Other
S00122620,40,4,13,1,3,2,4,-,7,-,4,1,-,-,-,1
S00122621,47,5,5,-,6,8,2,1,5,1,8,3,-,-,-,3
S00122622,66,10,9,7,12,6,6,1,2,-,8,5,-,-,-,-
S00122623,50,6,11,7,2,4,4,1,1,-,3,6,1,-,-,4
S00122624,56,9,6,5,4,7,7,3,3,-,4,3,2,-,-,3
S00122625,34,5,2,2,7,3,-,1,2,-,3,6,2,-,-,1
S00122626,53,11,8,5,5,8,3,1,2,-,3,4,2,-,1,-
S00122627,47,6,10,3,2,5,2,2,2,-,11,2,2,-,-,-
S00122628,50,4,15,2,7,4,1,2,3,-,8,1,2,-,-,1
S00122629,42,5,5,4,4,3,2,-,7,-,6,3,2,-,-,1
S00122630,56,7,10,4,3,5,5,1,4,-,15,1,1,-,-,-
S00122631,67,2,4,7,15,14,14,2,2,1,3,1,-,-,1,1
S00122632,73,4,6,6,14,13,7,-,5,2,7,4,2,-,-,3
S00122633,69,3,10,3,16,15,4,6,3,-,4,2,1,-,-,2
S00122634,50,12,13,4,5,2,3,1,1,3,3,1,-,-,-,2
S00122635,50,4,1,6,6,14,10,2,3,1,1,1,1,-,-,-
S00122636,49,3,15,2,4,10,1,4,1,-,3,4,2,-,-,-
S00122637,47,1,15,1,8,15,3,-,3,-,-,-,1,-,-,-
S00122638,24,-,6,-,4,4,-,5,-,-,3,1,1,-,-,-
S00122639,71,2,13,2,7,30,2,3,5,-,2,1,-,-,-,4
S00122640,45,3,5,3,11,10,7,1,1,1,-,3,-,-,-,-
S00122641,40,6,8,3,8,1,5,2,1,-,3,2,-,-,-,1
S00122642,49,4,19,2,1,9,-,3,4,-,5,2,-,-,-,-
S00122643,48,3,8,2,4,7,2,2,4,-,12,3,1,-,-,-
S00122644,39,2,12,2,1,2,4,3,6,-,4,3,-,-,-,-
S00122645,51,6,9,3,3,10,7,3,3,-,5,1,-,-,-,1
S00122646,40,8,7,4,1,5,5,-,3,1,1,2,2,-,-,1
S00122647,47,6,9,2,6,4,2,3,3,-,10,1,-,-,1,-
S00122648,62,12,14,5,11,5,4,1,2,-,5,2,-,-,-,1
S00122649,42,20,7,6,2,2,-,-,-,-,1,1,2,-,-,1
S00122650,38,2,15,-,7,3,2,4,-,-,2,2,-,-,-,1
S00122651,53,10,4,7,11,4,6,1,2,-,1,4,1,-,1,1
S00122652,48,10,8,4,12,7,1,1,1,-,1,2,-,-,-,1
S00122653,54,7,15,5,3,2,4,6,3,-,5,3,-,-,-,1
S00122654,69,13,14,3,10,9,2,1,5,1,4,6,-,-,-,1
S00122655,69,9,5,12,19,12,3,-,4,-,1,3,1,-,-,-
S00122656,74,5,35,2,5,1,-,1,6,-,10,9,-,-,-,-
S00122657,69,12,8,3,12,10,2,-,4,-,11,5,-,-,-,2
S00122658,67,14,34,3,4,2,2,3,-,-,2,3,-,-,-,-
S00122659,52,3,13,5,4,5,3,1,3,1,8,2,4,-,-,-
S00122660,43,5,11,3,5,7,3,4,2,-,1,2,-,-,-,-
S00122661,55,7,14,6,3,7,4,3,4,-,3,2,1,-,-,1
S00122662,65,5,11,7,11,11,6,3,2,1,3,3,1,-,-,1
S00122663,65,11,8,10,11,8,4,-,6,-,1,3,-,-,1,2
S00122664,54,2,12,4,8,6,5,3,4,2,5,2,1,-,-,-
S00122665,66,7,8,-,10,5,19,1,5,2,4,3,1,-,-,1
S00122666,60,6,7,3,6,12,7,4,2,1,7,3,2,-,-,-
S00122667,68,3,20,7,11,8,4,2,4,-,5,3,-,-,-,1
S00122668,72,9,11,4,7,7,10,4,6,-,7,5,-,-,-,2
S00122669,68,17,11,7,10,7,4,2,3,1,5,-,-,-,-,1
S00122670,42,6,4,2,8,5,2,2,-,-,10,2,1,-,-,-
S00122671,53,5,9,6,12,5,5,1,2,-,5,3,-,-,-,-
S00122672,41,5,3,9,5,5,6,2,1,-,-,2,1,-,-,2
S00122673,44,13,8,10,8,1,1,-,-,-,-,2,-,-,1,-
S00122674,49,18,7,6,11,-,-,3,-,-,2,2,-,-,-,-
S00122675,52,9,9,7,9,7,4,1,1,-,-,4,1,-,-,-
S00122676,36,16,7,1,3,-,-,4,1,-,2,1,1,-,-,-
S00122677,39,6,19,2,5,1,-,1,-,1,3,1,-,-,-,-
S00122678,75,16,27,7,12,4,-,3,1,-,2,3,-,-,-,-
S00122679,60,13,15,6,10,3,2,5,1,-,3,1,1,-,-,-
S00122680,26,2,7,2,7,4,-,2,-,-,2,-,-,-,-,-
S00122681,53,10,18,4,11,2,-,1,3,-,3,-,1,-,-,-
S00122682,48,7,10,8,4,7,3,3,1,-,2,-,1,-,-,2
S00122683,46,9,4,7,4,8,3,-,3,-,4,3,1,-,-,-
S00122684,52,20,9,6,5,1,2,1,2,-,4,-,1,-,-,1
S00122685,68,16,4,14,13,9,6,1,3,-,1,1,-,-,-,-
S00122686,50,11,5,9,15,4,4,-,-,-,-,1,1,-,-,-
S00122687,34,6,7,6,7,-,2,-,3,-,1,-,1,-,-,1
S00122688,58,7,8,13,12,7,4,1,2,-,1,-,1,-,-,2
S00122689,42,7,8,3,7,3,2,2,1,1,4,2,-,-,-,2
S00122690,54,4,2,7,13,13,4,1,6,-,3,-,1,-,-,-
S00122691,74,16,20,15,5,6,1,5,2,-,-,2,-,-,-,2
S00122692,60,12,16,5,11,3,4,3,1,-,4,1,-,-,-,-
S00122693,67,6,8,7,10,6,6,5,1,-,11,4,1,-,2,-
S00122694,44,17,6,4,2,3,-,-,2,-,3,3,1,-,2,1
S00122695,40,9,4,6,9,7,-,-,4,-,1,-,-,-,-,-
S00122696,51,15,5,10,8,7,3,1,-,-,1,-,-,-,-,1
S00122697,54,20,11,7,6,2,3,-,3,-,1,-,-,-,1,-
S00122698,66,7,4,21,19,8,5,-,-,-,1,-,1,-,-,-
S00122699,54,12,5,6,9,15,3,1,-,-,-,1,1,-,-,1
S00122700,75,34,5,20,8,2,3,2,-,-,-,1,-,-,-,-
S00122701,52,22,12,4,7,1,1,2,-,-,3,-,-,-,-,-
S00122702,40,17,4,12,4,1,1,-,-,-,-,1,-,-,-,-
S00122703,44,7,6,6,12,7,4,2,-,-,-,-,-,-,-,-
S00122704,70,11,11,9,9,11,5,3,3,-,4,3,1,-,-,-
S00122705,78,59,3,12,2,-,1,-,-,-,-,1,-,-,-,-
S00122706,81,38,24,11,5,-,-,1,2,-,-,-,-,-,-,-
S00122707,57,18,15,8,6,2,3,2,1,-,1,1,-,-,-,-
S00122708,46,5,18,2,5,3,2,4,-,-,4,2,-,-,-,1
S00122709,44,13,13,7,5,2,-,-,1,-,2,1,-,-,-,-
S00122710,32,11,8,2,4,-,1,-,3,-,2,1,-,-,-,-
S00122711,49,8,28,-,2,-,-,4,1,-,1,3,-,-,-,2
S00122712,73,16,31,5,5,2,2,2,2,-,3,5,-,-,-,-
S00122713,40,21,6,6,2,1,-,1,-,-,1,2,-,-,-,-
S00122714,24,5,1,7,3,5,2,-,-,-,-,1,-,-,-,-
S00122715,48,3,12,4,6,6,5,1,1,1,4,2,1,-,-,2
S00122716,53,13,5,7,10,5,3,-,-,1,4,1,2,-,-,2
S00122717,70,30,21,6,5,1,1,2,-,-,3,-,-,-,-,1
S00122718,43,18,8,4,5,3,2,-,-,-,1,1,1,-,-,-
S00122719,38,7,4,5,8,5,6,2,-,-,-,-,-,-,1,-
S00122720,74,18,15,18,8,6,3,-,1,-,2,2,-,-,-,1
S00122721,70,8,1,15,13,12,10,4,2,-,2,2,-,-,-,1
S00122722,70,4,3,16,16,8,8,5,-,2,5,3,-,-,-,-
S00122723,68,9,4,11,18,13,8,3,1,-,-,1,-,-,-,-
S00122724,53,15,6,10,7,6,6,1,-,-,-,-,-,-,1,1
S00122725,59,16,3,18,7,8,2,1,1,1,1,-,-,-,1,-
S00122726,57,14,3,13,10,5,4,-,2,1,-,3,-,-,-,2
S00122727,59,19,5,13,12,4,3,1,-,-,1,1,-,-,-,-
S00122728,59,9,4,17,11,4,7,2,2,1,-,-,1,-,-,1
S00122729,73,26,5,17,9,8,3,-,-,-,1,2,-,-,2,-
S00122730,76,28,14,15,13,2,1,1,-,-,1,-,-,-,-,1
S00122731,57,26,15,7,6,-,2,-,-,-,-,1,-,-,-,-
S00122732,60,7,6,8,16,10,8,-,-,-,3,-,1,-,-,1
S00122733,51,6,12,-,5,18,1,2,-,-,5,2,-,-,-,-
S00122734,70,6,24,7,10,9,2,4,1,-,6,1,-,-,-,-
S00122735,44,5,4,16,5,7,3,1,1,-,-,1,-,-,-,1
S00122736,46,12,2,6,15,7,3,-,-,-,-,-,1,-,-,-
S00122737,41,9,3,7,3,9,5,1,1,1,1,-,-,-,1,-
S00122738,59,8,6,11,12,10,5,1,-,2,1,-,1,-,1,1
S00122739,24,2,1,5,5,5,4,-,1,-,1,-,-,-,-,-
S00122740,29,9,3,1,4,7,1,-,1,-,-,2,-,-,-,1
S00122741,49,12,2,6,6,13,3,-,2,-,3,1,-,-,-,1
S00122742,62,10,26,3,6,2,5,5,2,-,1,1,-,-,1,-
S00122743,31,9,6,1,1,6,1,2,-,-,3,2,-,-,-,-
S00122744,76,18,29,4,6,1,2,4,1,1,4,4,1,-,-,1
S00122745,64,7,31,2,5,-,-,3,1,-,9,3,-,-,-,3
S00122746,39,6,17,2,1,-,-,5,3,-,4,1,-,-,-,-
S00122747,86,18,45,3,5,2,3,4,2,1,3,-,-,-,-,-
S00122748,53,8,28,1,-,-,-,4,3,-,4,1,-,-,-,4
S00122749,57,10,27,2,6,1,-,3,1,-,3,2,-,-,-,2
S00122750,80,15,23,8,5,2,2,3,1,-,12,6,1,-,1,1
S00122751,45,10,12,3,7,3,1,2,-,-,2,5,-,-,-,-
S00122752,61,16,10,4,6,3,-,4,5,-,6,5,-,-,1,1
S00122753,33,5,9,2,3,3,-,2,1,-,5,3,-,-,-,-
S00122754,54,3,5,4,8,12,2,-,2,-,13,3,-,-,-,2
S00122755,24,2,2,5,4,6,1,-,-,-,1,1,-,-,-,2
S00122756,29,3,3,1,4,6,4,2,-,-,2,3,-,-,-,1
S00122757,56,5,7,4,4,8,7,8,3,-,5,3,2,-,-,-
S00122758,58,16,21,10,6,1,-,2,-,-,-,1,-,-,-,1
S00122759,43,6,6,4,7,8,3,1,2,-,4,1,-,-,-,1
S00122760,43,6,3,2,3,15,8,2,-,-,2,1,-,-,-,1
S00122761,72,7,13,8,8,16,5,1,3,1,3,4,-,-,-,3
S00122762,74,7,10,2,8,12,9,3,7,1,11,4,-,-,-,-
S00122763,72,8,13,2,7,15,6,2,4,1,9,5,-,-,-,-
S00122764,56,7,1,5,14,17,7,1,1,-,-,1,1,-,-,1
S00122765,72,6,6,6,6,16,8,1,4,2,4,12,-,-,-,1
S00122766,71,4,10,5,10,17,6,3,7,2,4,2,1,-,-,-
S00122767,71,2,22,-,4,10,3,3,5,1,13,5,2,-,-,1
S00122768,73,9,15,8,4,16,4,2,1,1,4,6,2,-,-,1
S00122769,48,15,8,5,7,3,2,1,-,-,3,2,1,-,-,1
S00122770,44,10,2,9,6,8,4,1,1,-,2,-,-,-,-,1
S00122771,47,8,7,5,8,7,2,-,4,-,4,1,-,-,-,1
S00122772,66,8,3,14,13,15,7,-,2,-,1,1,1,-,-,1
S00122773,51,10,3,3,9,10,2,3,1,-,4,4,1,-,-,1
S00122774,68,15,11,5,4,15,7,-,4,-,2,3,1,-,-,1
S00122775,52,13,4,15,7,5,4,1,-,-,-,-,1,-,1,1
S00122776,40,6,3,6,10,5,4,2,1,1,1,1,-,-,-,-
S00122777,36,5,2,5,15,6,2,-,-,-,-,-,-,-,-,1
S00122778,52,2,5,12,15,6,5,3,1,-,2,-,1,-,-,-
S00122779,57,10,9,7,11,5,5,5,-,1,1,2,-,-,-,1
S00122780,25,2,2,5,6,5,3,1,-,-,-,-,1,-,-,-
S00122781,55,5,10,10,10,5,1,2,1,-,5,3,1,-,-,2
S00122782,48,7,12,1,4,10,1,2,6,-,2,1,1,-,-,1
S00122783,61,12,11,7,4,8,-,1,3,1,7,2,1,-,-,4
S00122784,50,6,6,3,3,9,2,2,7,-,7,3,-,-,1,1
S00122785,52,9,8,5,4,4,2,3,6,-,5,3,2,-,1,-
S00122786,42,5,1,7,8,7,7,2,1,-,1,3,-,-,-,-
S00122787,25,5,1,4,4,4,2,1,1,-,1,1,1,-,-,-
S00122788,54,2,2,9,15,13,5,3,1,1,-,2,-,-,-,1
S00122789,32,2,9,1,7,4,2,2,1,-,2,-,1,-,-,1
S00122790,43,8,3,2,3,4,-,3,1,-,14,1,2,-,1,1
S00122791,44,22,10,-,5,1,-,2,-,-,1,-,1,-,-,2
S00122792,55,1,7,4,8,14,4,7,1,-,5,1,-,-,-,3
S00122793,46,2,4,6,4,15,2,4,3,1,2,2,1,-,-,-
S00122794,52,6,7,7,13,8,5,2,2,-,-,1,-,-,-,1
S00122795,30,3,4,2,4,6,2,1,3,-,-,2,2,-,-,1
S00122796,49,9,11,7,7,8,1,2,-,-,2,1,1,-,-,-
S00122797,56,6,5,10,12,13,2,2,-,-,-,4,-,-,-,2
S00122798,63,16,5,10,6,8,6,1,3,-,1,2,3,-,-,2
S00122799,41,8,3,6,10,3,5,1,1,-,1,2,-,-,-,1
S00122800,45,18,14,7,2,1,-,2,1,-,-,-,-,-,-,-
S00122801,50,9,14,6,6,5,3,4,-,-,-,2,-,-,-,1
S00122802,38,8,4,9,6,6,2,1,1,-,1,-,-,-,-,-
S00122803,43,4,1,4,15,9,4,1,1,-,1,1,2,-,-,-
S00122804,42,9,14,1,5,6,2,1,1,-,2,1,-,-,-,-
S00122805,42,18,7,2,2,2,1,2,1,-,3,2,-,-,1,1
S00122806,38,7,9,3,6,2,1,1,1,-,3,1,1,-,-,3
S00122807,38,7,5,3,8,5,4,-,-,-,1,4,-,-,-,1
S00122808,47,5,6,8,11,6,2,2,1,1,-,2,2,-,-,1
S00122809,44,14,2,10,9,1,1,3,1,-,1,2,-,-,-,-
S00122810,54,17,10,6,3,6,8,1,-,-,-,1,-,-,1,1
S00122811,26,4,2,6,5,4,-,-,1,-,1,3,-,-,-,-
S00122812,36,1,3,3,4,12,4,1,1,1,3,1,-,-,-,2
S00122813,64,17,30,2,3,-,-,-,-,-,10,-,1,1,-,-
S00122814,30,7,6,2,2,2,1,-,3,-,5,2,-,-,-,-
S00122815,73,5,15,17,14,8,3,4,1,-,2,1,1,-,1,1
S00122816,59,4,2,4,16,21,2,2,1,2,2,1,2,-,-,-
S00122817,38,1,5,4,8,7,7,2,1,-,-,1,-,-,-,2
S00122818,36,9,8,5,9,2,-,-,1,-,-,-,1,-,-,1
S00122819,44,3,3,9,9,12,3,3,-,-,2,-,-,-,-,-
S00122820,51,7,3,12,4,14,4,3,2,-,1,1,-,-,-,-
S00122821,43,7,8,9,9,3,3,1,-,-,-,2,-,-,-,1
S00122822,49,9,10,5,5,2,2,4,3,-,3,4,-,-,1,1
S00122823,33,4,2,6,7,7,4,1,-,-,-,1,1,-,-,-
S00122824,57,-,-,5,15,28,3,2,3,-,1,-,-,-,-,-
S00122825,61,5,8,10,15,13,3,3,-,-,-,2,-,-,-,2
S00122826,27,7,2,4,5,-,2,3,1,-,3,-,-,-,-,-
S00122827,34,7,6,6,8,2,3,1,-,-,-,-,-,-,1,-
S00122828,43,5,4,5,5,10,1,-,3,2,3,2,1,-,-,2
S00122829,33,8,3,4,7,3,1,1,2,-,1,2,-,-,-,1
S00122830,71,6,6,8,15,8,20,1,3,-,1,2,-,-,-,1
S00122831,56,11,5,5,13,2,6,1,2,-,6,3,1,-,-,1
S00122832,47,4,8,5,6,5,5,2,6,-,3,1,2,-,-,-
S00122833,38,1,3,4,7,9,8,2,-,-,1,1,1,-,-,1
S00122834,30,1,3,2,9,7,1,1,-,1,1,2,1,-,-,1
S00122835,53,2,17,5,6,7,2,3,3,-,5,2,1,-,-,-
S00122836,36,3,4,3,7,2,3,1,3,-,2,2,3,-,1,2
S00122837,25,1,4,3,6,5,-,2,1,-,1,-,2,-,-,-
S00122838,40,2,6,8,6,9,2,2,3,-,1,1,-,-,-,-
S00122839,57,18,9,6,5,2,1,4,4,-,-,4,-,-,-,4
S00122840,34,5,5,3,4,3,6,-,2,1,1,2,1,-,-,1
S00122841,73,1,5,3,17,22,13,2,-,-,5,1,2,-,-,2
S00122842,33,3,-,8,6,8,4,-,2,1,-,-,-,-,-,1
S00122843,38,9,6,3,4,2,3,2,1,-,4,1,1,-,-,2
S00122844,24,1,3,-,2,4,3,1,3,1,3,2,1,-,-,-
S00122845,29,6,6,5,5,2,3,1,-,-,-,-,-,-,-,1
S00122846,39,-,2,2,5,20,7,1,1,-,-,1,-,-,-,-
S00122847,85,1,4,-,21,41,3,5,2,1,6,1,-,-,-,-
S00122848,53,6,7,9,9,13,2,1,1,-,-,-,2,-,-,3
S00122849,35,1,5,3,8,4,2,1,1,-,2,2,2,-,1,3
S00122850,68,-,7,1,8,40,4,2,2,-,3,-,1,-,-,-
S00122851,47,2,8,2,1,4,5,2,1,-,15,4,1,-,-,2
S00122852,41,2,14,3,3,3,-,-,1,-,11,3,1,-,-,-
S00122853,59,7,25,3,3,5,3,-,5,-,2,4,-,-,-,2
S00122854,52,4,32,3,-,3,-,2,-,-,5,2,1,-,-,-
S00122855,29,4,4,5,4,6,2,1,-,-,1,1,1,-,-,-
S00122856,37,1,2,2,7,13,5,-,2,1,1,1,1,-,-,1
S00122857,41,4,7,5,4,5,5,2,1,-,-,6,2,-,-,-
S00122858,68,12,28,2,4,1,2,6,1,-,10,1,-,-,-,1
S00122859,63,14,23,1,6,3,3,-,4,-,8,-,-,-,-,1
S00122860,45,3,2,11,17,5,3,1,-,-,-,2,-,-,-,1
S00122861,43,6,5,5,9,6,4,1,1,-,2,1,1,-,-,2
S00122862,38,5,15,1,1,4,2,5,1,-,2,2,-,-,-,-
S00122863,31,8,4,5,2,4,4,-,1,-,2,1,-,-,-,-
S00122864,37,7,7,1,5,3,4,-,-,1,4,3,1,-,-,1
S00122865,39,9,4,2,3,3,4,1,-,1,5,5,2,-,-,-
S00122866,49,9,14,2,2,2,3,2,5,-,4,5,1,-,-,-
S00122867,27,6,4,4,4,2,1,-,2,1,2,1,-,-,-,-
S00122868,27,2,6,2,3,-,5,-,1,-,5,2,1,-,-,-
S00122869,27,3,3,5,-,4,2,-,-,2,6,-,1,-,-,1
S00122870,43,18,14,-,1,2,1,1,-,-,2,3,-,1,-,-
S00122871,52,18,19,3,1,3,2,1,-,-,2,2,1,-,-,-
S00122872,61,5,6,7,12,13,6,4,1,-,2,1,2,-,1,1
S00122873,54,-,1,-,3,5,1,10,15,-,15,-,1,-,-,3
S00122874,26,2,3,2,5,7,2,1,2,-,1,-,1,-,-,-
S00122875,40,3,2,5,15,5,10,-,-,-,-,-,-,-,-,-
S00122876,29,3,1,3,6,5,6,-,1,-,3,1,-,-,-,-
S00122877,30,2,3,3,6,13,3,-,-,-,-,-,-,-,-,-
S00122878,41,2,4,2,8,12,1,5,3,-,1,-,1,-,-,2
S00122879,29,6,2,2,1,5,2,2,1,-,4,1,1,-,-,2
S00122880,38,10,7,5,5,3,3,2,1,-,1,1,-,-,-,-
S00122881,56,2,7,4,15,11,6,1,-,-,2,4,1,-,-,3
S00122882,52,13,11,1,3,2,1,2,3,1,8,4,2,-,-,1
S00122883,62,4,13,7,12,8,8,4,2,-,1,2,-,-,1,-
S00122884,47,13,12,4,6,4,2,1,1,-,2,2,-,-,-,-
S00122885,30,4,5,6,5,4,1,2,2,-,-,-,1,-,-,-
S00122886,65,9,4,8,15,14,4,1,2,-,1,3,2,-,-,2
S00122887,60,9,6,9,17,6,1,3,-,-,6,2,-,-,-,1
S00122888,54,8,7,9,15,5,6,-,-,-,2,1,1,-,-,-
S00122889,69,5,11,10,14,8,9,3,2,-,3,2,-,-,-,2
S00122890,24,2,6,2,2,3,4,3,-,-,-,2,-,-,-,-
S00122891,72,11,20,2,8,10,3,4,1,-,6,6,-,-,-,1
S00122892,43,7,22,1,3,1,-,-,2,-,4,1,1,-,-,1
S00122893,42,4,7,-,2,2,3,2,2,2,10,8,-,-,-,-
S00122894,43,2,3,3,14,5,5,3,1,-,4,-,1,-,-,2
S00122895,32,7,8,4,5,1,2,1,2,-,2,-,-,-,-,-
S00122896,58,20,6,11,7,5,4,1,1,-,-,2,1,-,-,-
S00122897,60,4,4,8,12,6,5,1,4,-,14,1,1,-,-,-
S00122898,30,1,4,1,6,3,1,1,3,-,6,3,1,-,-,-
S00122899,31,4,3,2,5,4,2,-,1,-,5,2,2,-,-,1
S00122900,64,2,8,2,9,11,5,1,2,2,11,7,-,-,-,4
S00122901,36,4,9,2,9,3,1,1,2,-,4,1,-,-,-,-
S00122902,57,3,9,3,13,5,9,3,1,2,4,1,2,-,-,2
S00122903,21,1,4,1,2,8,4,-,-,-,-,1,-,-,-,-
S00122904,62,5,17,1,18,6,2,5,3,-,4,1,-,-,-,-
S00122905,50,6,17,2,5,3,1,2,5,-,4,4,1,-,-,-
S00122906,30,7,4,1,5,3,-,1,-,2,6,1,-,-,-,-
S00122907,32,-,8,2,4,5,2,1,1,-,9,-,-,-,-,-
S00122908,63,5,5,1,9,9,2,2,7,-,14,6,2,-,-,1
S00122909,76,4,8,18,29,5,8,1,1,1,-,-,-,-,-,1
S00122910,33,-,7,3,9,8,-,1,-,-,-,3,1,-,-,1
S00122911,35,4,8,1,5,8,4,1,1,-,1,1,-,-,-,1
S00122912,73,2,3,8,16,30,3,1,5,1,2,1,1,-,-,-
S00122913,61,7,3,11,15,11,5,1,2,-,1,3,1,-,-,1
S00122914,54,2,4,8,9,10,8,3,4,-,1,1,2,-,-,2
S00122915,49,-,1,2,11,25,1,1,5,-,1,-,2,-,-,-
S00122916,54,-,4,3,7,27,3,3,2,-,3,-,2,-,-,-
S00122917,56,3,4,3,5,30,4,1,-,-,3,1,2,-,-,-
S00122918,70,5,8,6,23,19,2,1,-,2,-,2,2,-,-,-
S00122919,42,-,5,1,7,16,3,4,3,-,1,1,1,-,-,-
S00122920,45,-,5,-,6,20,5,2,4,-,2,1,-,-,-,-
S00122921,60,-,1,-,2,8,3,3,5,-,33,2,2,-,-,1
S00122922,65,3,23,1,14,8,-,4,3,1,5,2,-,-,-,1
S00122923,39,5,6,3,7,8,6,1,1,-,1,-,-,-,1,-
S00122924,60,15,14,3,9,3,3,5,1,-,5,1,-,-,-,1
S00122925,29,9,5,8,1,1,2,1,1,-,-,-,-,-,-,1
S00122926,24,4,2,3,4,3,1,1,3,-,-,1,1,-,-,1
S00122927,49,14,10,9,4,5,-,2,-,-,-,2,2,-,-,1
S00122928,48,21,12,8,1,3,-,1,-,-,-,2,-,-,-,-
S00122929,38,13,9,2,4,3,3,-,1,-,1,1,-,-,1,-
S00122930,70,19,16,10,6,5,1,6,2,-,-,4,-,-,-,1
S00122931,26,-,2,-,5,13,2,-,-,-,1,1,1,-,-,1
S00122932,76,4,7,3,18,21,5,3,2,-,7,1,3,-,-,2
S00122933,28,1,1,2,1,14,-,3,2,-,2,-,-,-,-,2
S00122934,64,3,7,2,14,22,3,4,-,-,2,4,1,-,-,2
S00122935,67,-,5,2,14,33,4,-,2,-,5,1,-,-,-,1
S00122936,38,4,4,4,5,5,4,3,2,-,4,2,-,-,-,1
S00122937,49,10,4,2,5,8,2,1,5,1,6,3,1,-,-,1
S00122938,33,2,6,-,2,2,1,5,1,1,11,1,-,-,-,1
S00122939,45,4,8,4,5,9,3,-,2,-,6,2,1,-,-,1
S00122940,55,12,15,5,11,3,1,2,-,-,2,3,1,-,-,-
S00122941,34,2,11,-,3,3,1,2,1,-,10,1,-,-,-,-
S00122942,81,8,29,3,7,8,1,4,7,-,12,1,-,-,-,1
S00122943,73,1,7,1,13,26,6,3,8,-,5,-,2,-,-,1
S00122944,46,-,2,1,13,16,4,1,2,2,3,-,1,-,-,1
S00122945,57,-,6,2,4,26,4,3,5,-,5,1,1,-,-,-
S00122946,58,1,10,1,10,12,2,-,6,-,10,2,3,-,-,1
S00122947,29,3,10,5,3,2,1,2,-,-,1,1,-,-,-,1
S00122948,52,8,18,4,6,1,3,5,1,1,3,-,-,-,-,2
S00122949,68,2,33,1,5,7,2,4,5,-,5,2,1,-,-,1
S00122950,59,3,29,4,6,2,2,5,2,1,5,-,-,-,-,-
S00122951,65,8,28,5,9,5,2,4,1,-,-,2,1,-,-,-
S00122952,84,6,41,1,8,4,-,16,2,-,3,1,-,-,-,2
S00122953,66,6,34,2,7,2,2,6,1,-,5,-,-,-,-,1
S00122954,70,25,14,6,5,5,7,4,1,-,1,1,1,-,-,-
S00122955,47,9,4,10,14,5,4,-,-,-,-,-,1,-,-,-
S00122956,57,11,18,8,6,3,2,6,-,-,1,2,-,-,-,-
S00122957,41,1,26,-,4,1,2,3,-,-,4,-,-,-,-,-
S00122958,55,30,14,2,3,1,1,1,-,-,3,-,-,-,-,-
S00122959,47,7,17,2,2,2,3,5,-,-,5,1,1,-,-,2
S00122960,35,2,7,2,1,6,1,1,1,-,8,3,2,-,-,1
S00122961,45,4,27,-,1,-,-,6,-,1,3,1,-,-,-,2
S00122962,65,13,12,6,7,7,2,1,1,2,6,4,1,-,-,3
S00122963,40,6,2,8,6,8,4,1,3,-,-,-,1,-,-,1
S00122964,37,7,3,2,5,5,4,3,2,-,4,1,1,-,-,-
S00122965,76,5,26,4,8,2,1,12,4,-,5,5,1,-,-,3
S00122966,30,7,10,3,1,4,1,1,-,-,2,1,-,-,-,-
S00122967,65,10,16,4,6,3,4,3,2,2,8,4,3,-,-,-
S00122968,36,5,11,3,4,2,2,2,3,-,2,1,1,-,-,-
S00122969,56,5,13,5,10,10,4,-,-,1,4,2,1,-,1,-
S00122970,44,-,9,1,2,8,1,2,8,-,8,2,2,-,-,1
S00122971,42,3,8,4,7,7,4,-,1,1,1,2,2,-,1,1
S00122972,57,5,5,6,12,18,8,-,-,-,1,-,1,-,-,1
S00122973,64,5,5,4,11,19,8,3,1,1,4,1,2,-,-,-
S00122974,36,6,6,2,4,5,1,1,2,-,7,-,-,-,-,2
S00122975,52,4,8,2,2,10,3,1,3,1,10,7,-,-,-,1
S00122976,43,-,4,4,8,15,6,1,1,-,2,2,-,-,-,-
S00122977,55,9,8,5,9,12,4,-,3,-,2,1,1,-,1,-
S00122978,54,2,18,3,7,12,4,3,1,-,4,-,-,-,-,-
S00122979,51,5,6,8,10,9,1,1,-,-,3,3,3,-,-,2
S00122980,53,13,16,9,6,2,2,1,1,-,-,2,-,1,-,-
S00122981,52,29,3,5,6,1,4,2,-,-,-,1,-,-,-,1
S00122982,42,12,3,3,5,4,8,-,2,-,-,1,-,-,1,3
S00122983,59,2,17,2,11,4,1,8,4,-,6,2,-,-,-,2
S00122984,48,3,9,3,13,10,-,-,5,-,3,-,1,-,-,1
S00122985,41,6,6,9,7,4,1,-,1,-,4,2,-,-,-,1
S00122986,41,-,19,4,10,3,-,1,-,-,4,-,-,-,-,-
S00122987,66,6,33,2,5,3,3,2,2,-,4,5,-,-,-,1
S00122988,61,8,41,-,4,1,-,4,-,-,1,-,1,-,-,1
S00122989,46,11,11,4,4,3,2,1,1,-,3,2,3,-,-,1
S00122990,44,7,19,2,2,1,-,3,2,1,6,1,-,-,-,-
