oa_code,All occupied household spaces,No central heating,Gas central heating,Electric (including storage heaters) central heating,Oil central heating,Solid fuel (for example wood coal) central heating,Other central heating,Two or more types of central heating
S00091518,47,2,35,10,0,0,0,0
S00091519,33,2,18,11,0,1,0,1
S00091520,47,2,20,25,0,0,0,0
S00091521,62,2,47,10,2,1,0,0
S00091522,46,5,19,19,1,0,0,2
S00091523,41,0,39,0,1,0,0,1
S00091524,57,3,41,10,2,0,0,1
S00091525,47,2,33,9,2,0,0,1
S00091526,56,3,11,40,1,0,0,1
S00091527,58,2,48,7,0,0,0,1
S00091528,42,1,32,8,0,1,0,0
S00091529,44,1,35,7,1,0,0,0
S00091530,75,0,71,0,3,0,0,1
S00091531,45,0,45,0,0,0,0,0
S00091532,38,0,36,1,1,0,0,0
S00091533,74,0,73,0,1,0,0,0
S00091534,60,0,52,1,4,1,0,2
S00091535,45,1,39,2,1,0,0,2
S00091536,52,0,48,1,2,0,0,1
S00091537,64,1,53,5,1,0,1,3
S00091538,36,0,36,0,0,0,0,0
S00091539,43,1,40,0,1,0,0,1
S00091540,42,2,0,31,6,2,0,1
S00091541,68,1,3,27,28,6,0,3
S00091542,30,1,1,10,15,1,1,1
S00091543,76,4,1,52,16,1,1,1
S00091544,46,1,1,4,39,0,0,1
S00091545,50,0,38,8,1,0,0,3
S00091546,29,4,15,10,0,0,0,0
S00091547,39,0,21,16,1,0,0,1
S00091548,29,1,19,8,1,0,0,0
S00091549,66,0,58,7,1,0,0,0
S00091550,63,0,54,6,2,0,0,1
S00091551,41,0,24,13,1,0,0,3
S00091552,38,0,34,1,1,0,0,2
S00091553,52,0,38,13,0,0,0,1
S00091554,58,0,50,6,1,0,0,1
S00091555,53,0,52,0,1,0,0,0
S00091556,48,2,39,5,0,0,0,2
S00091557,60,0,59,1,0,0,0,0
S00091558,49,0,39,7,0,2,0,1
S00091559,50,0,45,1,3,0,0,1
S00091560,52,0,39,10,0,2,0,1
S00091561,39,0,33,5,0,0,0,1
S00091562,47,0,34,11,2,0,0,0
S00091563,26,1,23,1,0,0,0,1
S00091564,40,1,24,15,0,0,0,0
S00091565,42,0,38,3,0,0,0,1
S00091566,45,2,38,2,1,0,0,2
S00091567,50,3,43,2,2,0,0,0
S00091568,72,0,50,21,0,0,0,1
S00091569,44,0,37,3,0,2,0,2
S00091570,58,0,55,0,2,0,0,1
S00091571,59,1,9,38,7,2,0,2
S00091572,72,1,36,34,1,0,0,0
S00091573,55,0,44,7,1,0,0,3
S00091574,57,1,50,2,4,0,0,0
S00091575,37,0,37,0,0,0,0,0
S00091576,46,0,43,1,0,0,1,1
S00091577,55,9,26,20,0,0,0,0
S00091578,41,4,5,28,4,0,0,0
S00091579,49,0,36,10,1,0,0,2
S00091580,58,1,50,1,4,0,0,2
S00091581,76,2,65,8,0,0,0,1
S00091582,68,2,47,17,1,0,0,1
S00091583,51,1,41,5,1,1,2,0
S00091584,55,1,45,7,0,0,1,1
S00091585,33,0,24,8,0,0,0,1
S00091586,41,0,39,0,0,0,1,1
S00091587,74,0,61,11,1,0,0,1
S00091588,61,0,60,0,0,0,0,1
S00091589,32,0,31,0,1,0,0,0
S00091590,78,0,71,2,1,0,2,2
S00091591,79,3,41,11,21,1,2,0
S00091592,73,0,68,2,1,0,0,2
S00091593,81,1,74,4,1,0,1,0
S00091594,50,0,48,1,0,0,1,0
S00091595,30,0,25,2,1,0,0,2
S00091596,34,0,34,0,0,0,0,0
S00091597,22,0,8,1,8,1,2,2
S00091598,88,2,80,0,3,0,1,2
S00091599,43,1,2,26,14,0,0,0
S00091600,59,1,3,24,20,9,0,2
S00091601,62,2,2,13,40,2,1,2
S00091602,43,0,3,6,30,0,2,2
S00091603,49,1,1,11,28,2,5,1
S00091604,43,2,3,16,18,2,1,1
S00091605,54,0,7,6,38,0,1,2
S00091606,50,0,1,44,3,0,1,1
S00091607,39,4,4,10,19,1,0,1
S00091608,54,1,4,37,10,1,1,0
S00091609,48,1,4,8,30,1,0,4
S00091610,39,0,1,12,26,0,0,0
S00091611,30,0,7,13,7,0,3,0
S00091612,59,0,57,0,1,0,0,1
S00091613,77,0,6,16,44,2,1,8
S00091614,45,1,1,18,22,1,0,2
S00091615,70,2,3,37,26,1,0,1
S00091616,27,0,23,3,0,0,0,1
S00091617,58,0,50,4,1,1,0,2
S00091618,40,1,37,1,0,0,0,1
S00091619,67,0,65,0,2,0,0,0
S00091620,61,0,57,2,2,0,0,0
S00091621,75,0,72,0,3,0,0,0
S00091622,49,0,42,5,1,0,0,1
S00091623,67,0,64,0,1,1,1,0
S00091624,58,0,57,0,1,0,0,0
S00091625,43,0,38,4,0,0,0,1
S00091626,72,1,63,6,0,0,0,2
S00091627,67,0,65,0,2,0,0,0
S00091628,67,0,64,3,0,0,0,0
S00091629,48,0,46,0,1,0,0,1
S00091630,64,0,62,1,0,0,0,1
S00091631,21,0,21,0,0,0,0,0
S00091632,67,0,65,0,1,1,0,0
S00091633,65,0,64,0,1,0,0,0
S00091634,41,0,39,2,0,0,0,0
S00091635,42,0,42,0,0,0,0,0
S00091636,41,0,39,0,1,0,0,1
S00091637,46,1,44,0,1,0,0,0
S00091638,56,0,53,2,1,0,0,0
S00091639,49,0,47,0,2,0,0,0
S00091640,45,1,38,5,1,0,0,0
S00091641,62,1,49,11,1,0,0,0
S00091642,39,0,38,0,1,0,0,0
S00091643,46,0,44,0,1,0,0,1
S00091644,67,4,50,10,2,1,0,0
S00091645,40,0,39,0,0,0,0,1
S00091646,25,0,23,1,1,0,0,0
S00091647,43,0,40,1,1,0,0,1
S00091648,55,0,54,1,0,0,0,0
S00091649,48,0,46,2,0,0,0,0
S00091650,42,1,39,1,0,0,0,1
S00091651,56,0,54,2,0,0,0,0
S00091652,60,0,59,0,0,0,0,1
S00091653,24,1,20,0,1,0,1,1
S00091654,54,0,53,0,0,0,0,1
S00091655,34,0,32,1,1,0,0,0
S00091656,59,0,57,1,0,0,0,1
S00091657,52,9,38,1,2,0,0,2
S00091658,40,1,35,3,1,0,0,0
S00091659,77,1,71,2,2,0,0,1
S00091660,67,0,64,1,2,0,0,0
S00091661,65,0,61,3,0,1,0,0
S00091662,55,1,46,3,3,0,0,2
S00091663,54,2,43,4,5,0,0,0
S00091664,68,0,65,2,1,0,0,0
S00091665,61,1,52,4,2,0,0,2
S00091666,72,0,61,5,2,0,1,3
S00091667,77,0,63,11,0,2,0,1
S00091668,72,2,61,3,2,0,0,4
S00091669,59,2,42,9,2,1,0,3
S00091670,50,0,46,1,3,0,0,0
S00091671,69,0,66,2,0,1,0,0
S00091672,57,1,44,11,0,0,0,1
S00091673,51,2,36,11,2,0,0,0
S00091674,51,0,0,33,17,1,0,0
S00091675,52,3,0,30,14,5,0,0
S00091676,54,0,4,24,24,1,0,1
S00091677,71,0,2,21,44,1,0,3
S00091678,76,0,2,27,36,7,2,2
S00091679,48,1,10,11,24,0,1,1
S00091680,41,0,27,4,6,0,0,4
S00091681,50,0,30,17,1,0,0,2
S00091682,42,2,33,6,0,0,0,1
S00091683,36,2,22,8,3,1,0,0
S00091684,70,0,43,24,0,0,0,3
S00091685,50,0,32,14,3,0,1,0
S00091686,52,1,35,14,1,0,0,1
S00091687,50,0,38,9,1,0,0,2
S00091688,75,3,46,25,1,0,0,0
S00091689,49,0,28,21,0,0,0,0
S00091690,58,1,46,4,7,0,0,0
S00091691,40,0,38,0,1,0,1,0
S00091692,69,1,64,0,4,0,0,0
S00091693,77,2,65,6,1,1,0,2
S00091694,60,1,39,16,3,0,0,1
S00091695,46,0,40,2,1,1,0,2
S00091696,65,2,48,14,0,0,0,1
S00091697,37,0,35,1,0,0,0,1
S00091698,73,2,61,3,6,0,0,1
S00091699,45,0,42,1,0,0,0,2
S00091700,51,0,46,4,1,0,0,0
S00091701,51,1,47,2,0,0,0,1
S00091702,52,2,47,2,1,0,0,0
S00091703,42,0,34,5,2,0,0,1
S00091704,43,2,39,1,1,0,0,0
S00091705,61,2,42,10,2,4,0,1
S00091706,50,1,1,46,1,1,0,0
S00091707,50,3,2,39,6,0,0,0
S00091708,45,0,44,0,0,0,0,1
S00091709,57,2,45,5,4,0,0,1
S00091710,54,1,48,4,1,0,0,0
S00091711,26,0,23,0,3,0,0,0
S00091712,67,2,53,5,1,0,2,4
S00091713,40,1,33,4,0,0,0,2
S00091714,45,0,41,3,0,0,0,1
S00091715,35,0,31,4,0,0,0,0
S00091716,45,0,38,0,1,2,1,3
S00091717,36,0,34,0,0,0,0,2
S00091718,73,3,53,9,2,2,1,3
S00091719,54,1,22,29,2,0,0,0
S00091720,56,1,47,4,2,0,0,2
S00091721,64,0,35,27,0,1,0,1
S00091722,54,0,46,5,2,0,0,1
S00091723,94,0,89,2,1,0,2,0
S00091724,46,0,28,17,1,0,0,0
S00091725,41,0,9,32,0,0,0,0
S00091726,77,0,72,1,3,0,0,1
S00091727,76,0,71,2,3,0,0,0
S00091728,73,0,39,33,0,0,1,0
S00091729,56,0,40,14,2,0,0,0
S00091730,53,0,48,5,0,0,0,0
S00091731,42,0,35,5,1,1,0,0
S00091732,38,0,31,4,0,1,1,1
S00091733,45,0,34,9,0,0,0,2
S00091734,63,0,47,13,1,0,0,2
S00091735,39,0,39,0,0,0,0,0
S00091736,44,1,26,16,0,0,0,1
S00091737,59,0,41,15,0,0,0,3
S00091738,66,1,54,6,0,0,0,5
S00091739,62,1,50,9,0,0,0,2
S00091740,54,0,48,3,2,0,0,1
S00091741,57,0,53,2,1,0,0,1
S00091742,30,0,27,0,1,0,0,2
S00091743,53,1,19,33,0,0,0,0
S00091744,39,1,15,23,0,0,0,0
S00091745,50,3,36,11,0,0,0,0
S00091746,52,0,49,2,0,0,0,1
S00091747,59,1,43,13,0,0,0,2
S00091748,69,0,59,8,1,0,0,1
S00091749,32,0,28,0,0,0,1,3
S00091750,56,0,50,5,0,0,0,1
S00091751,51,1,35,15,0,0,0,0
S00091752,51,3,30,7,10,0,0,1
S00091753,54,0,29,6,17,0,0,2
S00091754,75,0,38,11,25,0,0,1
S00091755,40,0,18,9,11,0,0,2
S00091756,38,0,19,3,13,0,1,2
S00091757,53,0,21,7,19,0,1,5
S00091758,77,1,66,7,3,0,0,0
S00091759,55,1,33,15,3,2,0,1
S00091760,49,0,47,1,0,0,1,0
S00091761,57,0,54,1,1,0,0,1
S00091762,62,0,55,1,5,0,0,1
S00091763,57,1,52,1,2,0,0,1
S00091764,35,0,29,3,2,0,1,0
S00091765,45,0,41,1,3,0,0,0
S00091766,54,0,45,4,2,0,1,2
S00091767,61,0,38,20,2,0,0,1
S00091768,69,1,66,1,1,0,0,0
S00091769,66,1,57,4,1,0,0,3
S00091770,75,1,71,1,0,0,0,2
S00091771,57,1,54,1,1,0,0,0
S00091772,62,0,1,48,13,0,0,0
S00091773,62,0,2,34,21,3,1,1
S00091774,41,1,5,2,26,1,2,4
S00091775,51,2,3,14,28,0,3,1
S00091776,47,0,3,6,30,3,0,5
S00091777,40,0,1,7,25,5,0,2
S00091778,56,2,2,19,20,11,2,0
S00091779,60,1,4,13,35,1,1,5
S00091780,68,2,5,28,29,1,2,1
S00091781,57,1,2,33,16,5,0,0
S00091782,58,0,1,38,18,0,0,1
S00091783,45,0,1,14,17,12,0,1
S00091784,62,1,53,6,0,0,0,2
S00091785,57,1,53,1,2,0,0,0
S00091786,39,0,38,0,1,0,0,0
S00091787,43,0,41,0,1,0,0,1
S00091788,34,0,33,0,0,0,1,0
S00091789,55,2,50,1,1,0,0,1
S00091790,62,0,58,1,3,0,0,0
S00091791,48,1,43,4,0,0,0,0
S00091792,47,0,44,3,0,0,0,0
S00091793,56,0,51,3,1,1,0,0
S00091794,64,0,52,1,2,0,0,9
S00091795,70,1,49,18,0,0,0,2
S00091796,65,0,59,6,0,0,0,0
S00091797,69,1,67,1,0,0,0,0
S00091798,63,0,60,2,1,0,0,0
S00091799,51,0,43,7,0,0,0,1
S00091800,66,0,56,9,1,0,0,0
S00091801,51,0,41,9,0,0,1,0
S00091802,31,0,26,3,0,0,0,2
S00091803,51,0,38,13,0,0,0,0
S00091804,54,0,50,3,0,1,0,0
S00091805,48,2,30,15,1,0,0,0
S00091806,66,1,57,7,1,0,0,0
S00091807,96,5,8,74,7,2,0,0
S00091808,46,1,18,23,4,0,0,0
S00091809,54,1,45,5,0,1,1,1
S00091810,66,1,61,3,1,0,0,0
S00091811,55,0,42,11,2,0,0,0
S00091812,58,1,22,33,1,0,1,0
S00091813,50,2,28,19,0,1,0,0
S00091814,42,0,17,23,0,0,0,2
S00091815,58,0,39,19,0,0,0,0
S00091816,45,0,43,1,1,0,0,0
S00091817,67,0,35,29,3,0,0,0
S00091818,65,2,11,50,1,1,0,0
S00091819,63,2,23,36,2,0,0,0
S00091820,41,2,35,2,1,1,0,0
S00091821,73,1,57,8,3,2,0,2
S00091822,36,2,27,1,5,0,0,1
S00091823,54,1,50,0,2,0,0,1
S00091824,44,1,24,12,6,1,0,0
S00091825,54,0,43,3,3,2,0,3
S00091826,67,1,61,0,1,1,0,3
S00091827,38,0,37,0,0,1,0,0
S00091828,72,0,4,42,19,4,2,1
S00091829,42,2,2,11,23,2,0,2
S00091830,27,1,21,4,0,0,0,1
S00091831,77,1,44,29,0,0,0,3
S00091832,46,0,42,2,0,0,0,2
S00091833,67,0,59,5,1,0,1,1
S00091834,59,1,52,2,2,0,0,2
S00091835,65,1,62,2,0,0,0,0
S00091836,61,2,55,1,0,0,0,3
S00091837,57,0,55,2,0,0,0,0
S00091838,71,0,64,3,1,0,0,3
S00091839,68,0,57,10,0,0,0,1
S00091840,76,4,60,6,3,2,0,1
S00091841,74,1,56,11,1,2,0,3
S00091842,52,0,50,1,1,0,0,0
S00091843,53,2,38,7,0,3,0,3
S00091844,51,1,42,2,5,0,0,1
S00091845,77,1,73,0,2,0,0,1
S00091846,47,1,32,3,6,2,0,3
S00091847,58,0,41,11,4,0,0,2
S00091848,73,1,50,22,0,0,0,0
S00091849,45,0,41,3,0,0,0,1
S00091850,77,0,70,3,2,0,0,2
S00091851,43,3,35,4,1,0,0,0
S00091852,66,2,54,7,1,0,0,2
S00091853,64,0,60,1,0,0,0,3
S00091854,40,1,34,5,0,0,0,0
S00091855,51,2,46,3,0,0,0,0
S00091856,53,3,44,6,0,0,0,0
S00091857,49,1,41,6,1,0,0,0
S00091858,63,3,50,8,1,0,0,1
S00091859,68,0,62,2,1,2,0,1
S00091860,66,0,60,3,2,0,0,1
S00091861,55,0,39,16,0,0,0,0
S00091862,37,1,12,4,15,1,3,1
S00091863,52,0,50,1,1,0,0,0
S00091864,60,0,53,1,1,0,0,5
S00091865,23,1,20,0,2,0,0,0
S00091866,47,2,28,1,13,2,0,1
S00091867,37,1,28,2,3,0,0,3
S00091868,52,1,43,5,1,1,0,1
S00091869,42,2,34,2,2,0,0,2
S00091870,72,1,56,11,1,3,0,0
S00091871,53,0,49,2,1,0,0,1
S00091872,64,0,59,1,4,0,0,0
S00091873,54,0,52,1,0,0,0,1
S00091874,63,0,58,1,0,0,1,3
S00091875,53,1,51,1,0,0,0,0
S00091876,35,1,28,1,2,1,1,1
S00091877,25,0,23,1,1,0,0,0
S00091878,43,1,41,0,0,0,0,1
S00091879,69,0,62,4,0,1,2,0
S00091880,34,0,7,27,0,0,0,0
S00091881,67,0,63,1,1,0,0,2
S00091882,32,0,26,5,0,0,0,1
S00091883,59,1,53,3,0,0,0,2
S00091884,66,2,57,6,1,0,0,0
S00091885,70,1,64,3,1,0,0,1
S00091886,41,0,31,10,0,0,0,0
S00091887,77,2,65,9,0,0,0,1
S00091888,58,0,54,2,1,0,0,1
S00091889,28,0,25,1,0,0,0,2
S00091890,22,0,20,1,1,0,0,0
S00091891,69,0,63,4,1,0,0,1
S00091892,43,2,39,2,0,0,0,0
S00091893,48,0,45,1,0,0,0,2
S00091894,52,0,49,2,0,0,0,1
S00091895,41,1,35,1,1,1,1,1
S00091896,74,0,66,6,0,1,0,1
S00091897,60,0,57,2,0,0,0,1
S00091898,51,0,50,1,0,0,0,0
S00091899,56,2,48,4,0,1,0,1
S00091900,60,1,55,2,1,0,0,1
S00091901,42,0,40,0,0,0,0,2
S00091902,75,1,68,3,0,0,0,3
S00091903,42,0,40,1,0,0,0,1
S00091904,46,0,44,1,0,0,0,1
S00091905,74,2,63,6,0,0,1,2
S00091906,67,0,60,3,2,0,0,2
S00091907,57,0,53,1,0,0,0,3
S00091908,56,1,52,2,0,0,0,1
S00091909,41,0,36,4,0,0,0,1
S00091910,26,0,24,1,0,0,0,1
S00091911,60,1,51,2,2,0,0,4
S00091912,70,1,61,4,0,0,1,3
S00091913,58,1,55,1,1,0,0,0
S00091914,53,1,49,0,0,0,0,3
S00091915,74,0,66,6,0,1,0,1
S00091916,59,0,55,1,1,0,0,2
S00091917,57,3,47,3,0,2,0,2
S00091918,44,0,40,2,0,0,0,2
S00091919,42,3,36,2,0,0,0,1
S00091920,50,0,46,2,2,0,0,0
S00091921,55,1,52,0,1,0,0,1
S00091922,41,1,40,0,0,0,0,0
S00091923,49,0,42,1,5,0,0,1
S00091924,48,0,46,1,1,0,0,0
S00091925,50,1,42,3,2,0,0,2
S00091926,31,0,28,0,2,0,0,1
S00091927,77,0,71,0,3,2,0,1
S00091928,67,1,61,3,0,1,0,1
S00091929,57,2,51,2,0,0,0,2
S00091930,44,0,41,2,0,0,0,1
S00091931,45,2,40,2,0,0,0,1
S00091932,44,0,41,1,0,0,0,2
S00091933,49,1,44,1,0,2,0,1
S00091934,45,1,43,0,0,0,0,1
S00091935,59,0,54,3,0,1,0,1
S00091936,38,0,35,1,0,0,1,1
S00091937,49,0,48,0,0,0,0,1
S00091938,76,0,66,3,3,0,1,3
S00091939,59,0,58,0,0,0,0,1
S00091940,68,0,59,4,1,0,0,4
S00091941,66,1,56,3,3,1,1,1
S00091942,41,1,34,6,0,0,0,0
S00091943,50,0,43,3,2,0,0,2
S00091944,44,0,41,2,0,0,0,1
S00091945,47,0,38,5,0,0,3,1
S00091946,44,1,39,2,0,0,0,2
S00091947,46,1,35,8,1,0,0,1
S00091948,64,4,57,1,1,0,0,1
S00091949,59,2,41,15,0,0,0,1
S00091950,72,1,60,4,1,0,1,5
S00091951,20,0,19,0,0,0,0,1
S00091952,50,2,44,3,0,0,0,1
S00091953,46,0,40,3,1,0,0,2
S00091954,57,1,51,2,3,0,0,0
S00091955,43,8,27,7,1,0,0,0
S00091956,50,5,33,10,1,0,0,1
S00091957,58,2,42,8,0,2,0,4
S00091958,34,2,25,5,0,0,0,2
S00091959,40,0,34,3,1,0,0,2
S00091960,51,1,45,5,0,0,0,0
S00091961,52,1,36,9,0,0,0,6
S00091962,58,3,48,2,0,0,0,5
S00091963,42,1,37,1,1,0,0,2
S00091964,56,1,49,2,0,0,0,4
S00091965,32,1,24,5,0,0,0,2
S00091966,46,3,36,7,0,0,0,0
S00091967,29,2,23,2,0,0,0,2
S00091968,40,1,24,15,0,0,0,0
S00091969,28,0,20,6,0,0,0,2
S00091970,51,5,42,3,0,0,0,1
S00091971,50,1,46,1,0,0,0,2
S00091972,58,1,33,23,1,0,0,0
S00091973,38,3,30,4,1,0,0,0
S00091974,42,1,29,11,0,0,0,1
S00091975,60,2,52,3,0,1,0,2
S00091976,65,1,62,0,1,0,0,1
S00091977,25,0,23,1,0,0,0,1
S00091978,53,0,48,0,2,0,0,3
S00091979,28,0,27,0,1,0,0,0
S00091980,28,0,25,1,2,0,0,0
S00091981,57,2,3,14,26,4,1,7
S00091982,53,0,1,2,46,2,0,2
S00091983,41,0,0,1,29,1,3,7
S00091984,68,0,1,30,26,7,1,3
S00091985,55,2,3,18,25,5,0,2
S00091986,45,1,32,8,3,0,0,1
S00091987,51,0,43,4,2,0,0,2
S00091988,26,0,13,12,0,0,0,1
S00091989,34,2,13,18,0,0,0,1
S00091990,43,0,16,16,9,1,1,0
S00091991,35,0,13,20,1,0,0,1
S00091992,53,2,12,5,30,2,0,2
S00091993,55,1,7,44,2,1,0,0
S00091994,72,0,25,38,9,0,0,0
S00091995,40,0,7,26,6,0,0,1
S00091996,70,2,61,2,4,0,0,1
S00091997,50,0,30,18,1,0,0,1
S00091998,38,1,16,16,3,1,0,1
S00091999,71,3,56,4,8,0,0,0
S00092000,49,1,32,10,1,0,3,2
S00092001,42,1,1,24,14,1,0,1
S00092002,39,0,0,15,21,0,0,3
S00092003,69,0,2,28,37,1,0,1
S00092004,72,3,5,31,26,4,1,2
S00092005,75,1,3,12,55,2,0,2
S00092006,55,2,2,14,35,1,1,0
S00092007,46,1,3,28,11,2,0,1
S00092008,68,0,3,31,27,3,3,1
S00092009,53,2,1,30,18,0,0,2
S00092010,38,0,21,16,1,0,0,0
S00092011,40,0,35,3,0,1,0,1
S00092012,84,1,72,5,5,1,0,0
S00092013,69,0,58,6,3,0,0,2
S00092014,47,0,35,8,4,0,0,0
S00092015,74,1,52,19,0,0,0,2
S00092016,68,0,56,8,1,0,0,3
S00092017,62,0,48,11,0,1,0,2
S00092018,66,1,42,21,2,0,0,0
S00092019,54,1,3,45,5,0,0,0
S00092020,62,1,51,5,1,1,0,3
S00092021,37,1,34,2,0,0,0,0
S00092022,62,2,51,3,3,0,0,3
S00092023,37,0,31,2,3,0,0,1
S00092024,52,1,43,6,2,0,0,0
S00092025,63,0,54,6,3,0,0,0
S00092026,68,1,59,2,4,0,0,2
S00092027,51,1,17,19,14,0,0,0
S00092028,38,0,24,13,0,0,0,1
S00092029,42,2,37,3,0,0,0,0
S00092030,53,0,42,8,2,0,0,1
S00092031,55,1,47,4,1,1,1,0
S00092032,65,3,8,19,30,3,2,0
S00092033,31,0,1,22,7,0,0,1
S00092034,57,2,2,12,35,2,1,3
S00092035,47,0,0,25,14,8,0,0
S00092036,50,0,5,16,20,4,1,4
S00092037,68,1,6,12,35,8,1,5
S00092038,71,2,0,50,18,1,0,0
S00092039,64,0,0,41,17,5,1,0
S00092040,51,0,0,8,36,0,0,7
S00092041,32,0,2,16,4,9,0,1
S00092042,68,1,2,54,8,1,2,0
S00092043,58,0,1,11,35,7,2,2
S00092044,61,1,1,20,30,7,0,2
S00092045,70,2,0,40,20,6,0,2
S00092046,74,1,56,13,2,0,0,2
S00092047,61,0,40,19,1,0,0,1
S00092048,70,0,56,2,9,0,0,3
S00092049,70,2,53,13,1,1,0,0
S00092050,67,1,47,17,1,0,0,1
S00092051,72,4,57,6,3,1,0,1
S00092052,56,2,44,1,7,1,0,1
S00092053,40,0,36,1,1,1,0,1
S00092054,43,0,15,26,2,0,0,0
S00092055,73,0,40,29,2,0,0,2
S00092056,46,0,43,0,2,0,0,1
S00092057,43,0,41,2,0,0,0,0
S00092058,64,0,53,7,1,3,0,0
S00092059,54,2,45,4,1,1,0,1
S00092060,58,0,45,11,2,0,0,0
S00092061,39,2,31,4,1,1,0,0
S00092062,72,0,51,13,2,2,0,4
S00092063,61,1,29,27,2,1,0,1
S00092064,47,0,28,19,0,0,0,0
S00092065,33,0,19,13,0,1,0,0
S00092066,65,1,35,26,2,1,0,0
S00092067,72,1,48,14,3,5,0,1
S00092068,61,1,46,10,2,0,0,2
S00092069,47,0,36,8,0,0,1,2
S00092070,40,0,37,2,1,0,0,0
S00092071,51,1,43,3,2,1,0,1
S00092072,43,0,39,1,0,0,0,3
S00092073,52,3,43,4,0,0,0,2
S00092074,48,0,40,6,0,1,0,1
S00092075,32,0,27,4,0,0,0,1
S00092076,47,2,35,4,1,3,0,2
S00092077,68,1,56,8,0,0,0,3
S00092078,41,0,31,5,0,1,0,4
S00092079,53,0,43,6,0,1,2,1
S00092080,47,2,28,17,0,0,0,0
S00092081,53,4,23,19,2,2,0,3
S00092082,61,1,47,2,2,4,1,4
S00092083,50,1,36,10,0,0,2,1
S00092084,40,0,34,0,5,0,0,1
S00092085,43,0,36,4,0,1,0,2
S00092086,45,1,33,9,0,1,1,0
S00092087,60,0,57,2,0,1,0,0
S00092088,39,0,36,1,1,0,0,1
S00092089,45,1,37,4,0,1,0,2
S00092090,61,1,50,6,3,0,1,0
S00092091,63,0,49,11,2,0,0,1
S00092092,49,3,34,9,0,0,1,2
S00092093,51,0,48,2,0,0,0,1
S00092094,65,0,47,17,0,0,0,1
S00092095,44,2,28,14,0,0,0,0
S00092096,49,0,43,3,0,0,0,3
S00092097,80,0,59,15,1,2,0,3
S00092098,61,2,38,20,0,0,0,1
S00092099,66,0,60,1,2,0,0,3
S00092100,68,1,64,2,0,1,0,0
S00092101,50,0,38,11,0,0,0,1
S00092102,45,0,40,3,1,0,0,1
S00092103,44,0,41,1,0,1,0,1
S00092104,51,1,45,3,1,1,0,0
S00092105,48,1,38,5,2,1,0,1
S00092106,54,0,50,1,1,1,0,1
S00092107,48,0,32,14,1,1,0,0
S00092108,49,1,43,4,0,0,1,0
S00092109,57,0,51,4,0,1,0,1
S00092110,58,1,36,20,1,0,0,0
S00092111,65,0,41,22,1,1,0,0
S00092112,52,0,46,5,0,0,0,1
S00092113,49,3,2,21,11,6,2,4
S00092114,30,4,1,9,9,5,0,2
S00092115,61,0,40,21,0,0,0,0
S00092116,64,1,46,4,4,7,1,1
S00092117,50,0,15,35,0,0,0,0
S00092118,51,0,40,8,2,0,0,1
S00092119,55,0,45,8,1,0,1,0
S00092120,36,0,30,4,1,0,0,1
S00092121,43,1,35,6,0,1,0,0
S00092122,41,2,16,21,1,0,0,1
S00092123,55,0,38,9,6,0,0,2
S00092124,40,0,16,23,1,0,0,0
S00092125,52,0,43,6,1,0,0,2
S00092126,41,1,35,2,2,1,0,0
S00092127,38,4,31,3,0,0,0,0
S00092128,37,0,34,1,1,0,0,1
S00092129,62,0,52,6,2,2,0,0
S00092130,58,1,29,24,3,1,0,0
S00092131,76,1,42,31,1,0,1,0
S00092132,39,0,38,1,0,0,0,0
S00092133,71,1,56,10,1,0,0,3
S00092134,48,0,11,37,0,0,0,0
S00092135,70,4,8,56,1,0,1,0
S00092136,44,0,6,37,0,0,0,1
S00092137,34,0,1,31,2,0,0,0
S00092138,65,1,15,48,0,0,0,1
S00092139,38,1,4,32,1,0,0,0
S00092140,58,2,28,24,3,0,0,1
S00092141,23,1,3,19,0,0,0,0
S00092142,33,1,31,1,0,0,0,0
S00092143,39,0,34,4,1,0,0,0
S00092144,63,1,48,5,9,0,0,0
S00092145,31,1,27,0,3,0,0,0
S00092146,42,0,34,3,4,0,0,1
S00092147,71,2,65,4,0,0,0,0
S00092148,72,0,64,3,4,0,0,1
S00092149,55,0,43,11,0,0,0,1
S00092150,28,0,27,1,0,0,0,0
S00092151,61,1,51,6,2,0,1,0
S00092152,34,1,28,5,0,0,0,0
S00092153,60,1,52,5,1,0,0,1
S00092154,40,0,37,2,1,0,0,0
S00092155,29,1,26,1,1,0,0,0
S00092156,30,0,27,2,1,0,0,0
S00092157,73,1,63,6,0,1,0,2
S00092158,60,1,49,6,0,1,1,2
S00092159,50,0,21,29,0,0,0,0
S00092160,53,1,40,11,0,0,0,1
S00092161,73,0,63,9,0,0,0,1
S00092162,52,1,44,6,0,0,0,1
S00092163,89,1,58,29,0,0,0,1
S00092164,27,0,24,3,0,0,0,0
S00092165,75,0,45,29,1,0,0,0
S00092166,32,0,29,3,0,0,0,0
S00092167,65,0,50,13,0,2,0,0
S00092168,53,0,27,24,0,2,0,0
S00092169,40,1,28,7,0,2,0,2
S00092170,54,0,42,9,0,1,0,2
S00092171,45,0,42,1,0,0,0,2
S00092172,49,0,43,3,2,0,0,1
S00092173,62,0,53,1,7,0,0,1
S00092174,69,0,61,2,3,0,0,3
S00092175,67,3,62,1,0,0,0,1
S00092176,64,0,53,7,0,0,1,3
S00092177,49,1,11,35,0,0,1,1
S00092178,38,2,30,5,1,0,0,0
S00092179,76,1,67,4,0,0,0,4
